CD107a,CD3,CD45,CD68,CD86,FerritinHC,HLADR,Mac2,MerTK,PLP,S100B,TIM3,Vimentin,Type
0.128686364,-0.075558184,-0.497479429,0.040318836,2.148133988,1.456770928,0.322403654,0.102736312,1.033073124,0.018381107,-0.536535378,0.456960592,0.019660664,4
-0.288270644,-0.075558184,-0.594376253,-1.112917947,0.288963413,0.229339913,-0.525928902,-0.191382309,-0.797302832,0.488742985,2.360580536,-0.091085217,-0.072561426,8
0.956521955,-0.075558184,-0.583069769,-0.09493932,0.72607076,0.368329595,-0.152724084,0.246364238,1.028034099,-0.24410803,-0.59152475,-0.852438473,0.99025419,1
-0.143014019,-0.075558184,-0.526163415,0.025059204,-0.748503786,0.311490684,0.162517922,-0.584097512,-0.380505881,-0.610186923,-0.766046861,-0.597456837,-0.146125298,4
-0.686570408,-0.075558184,-0.616707011,-1.750323402,-1.538577212,-0.672310944,-1.368221025,-1.3487807,-1.148982151,-0.684511247,2.055430786,-1.809884161,-0.146125298,10
-0.518526063,-0.075558184,-0.536445735,-0.712538994,-0.230956384,0.188276267,-0.330798575,0.09660884,-0.668757978,2.984520437,-0.757838228,-1.230815932,0.226095321,6
-0.254160407,-0.075558184,-0.179618312,0.362950792,-0.027744488,0.287448847,0.331866238,-0.811670937,-0.385300094,-0.514382877,-0.674699506,-0.425012084,-0.100984197,4
-0.18191219,0.006125606,-0.555480805,-0.86978594,0.323010894,1.360404016,1.229395877,-0.208281545,-0.182864715,0.800258966,0.684436713,-0.003993064,-0.107016675,4
-0.735237046,-0.075558184,-0.611058123,-1.696054708,-1.334668191,0.337222963,-0.827493952,-1.403890499,-0.797302832,1.141065418,1.853141478,-1.448191871,-0.146125298,10
-0.092170759,-0.075558184,-0.585120315,-0.94862009,-0.755560144,0.13731258,0.536447322,-0.947359075,-0.126013038,-0.658762347,-0.766046861,-0.810396533,-0.146125298,4
0.092598416,-0.075558184,-0.561726478,-0.171716508,-0.710927625,0.542303338,-0.075619416,-0.177812045,-0.165795389,0.959010629,-0.766046861,-0.027888175,-0.146125298,6
0.387747798,-0.075558184,-0.327091009,-0.614992004,-0.599971141,0.487231289,1.245326577,-0.905099504,-0.217919504,-0.413490688,-0.763991134,-0.974908471,-0.146125298,4
-0.084833249,-0.075558184,-0.585313368,-0.800118588,0.002686828,0.926426646,0.017912841,0.022353283,-0.305368692,-0.282265136,-0.021606762,0.220143702,-0.146125298,4
-0.271344847,-0.075558184,-0.493634154,-0.793242586,0.147991262,1.338891464,-0.079017508,0.059448692,-0.654935951,-0.491087532,1.375802709,0.318632983,0.034955003,9
0.055407448,-0.075558184,-0.594597528,0.105710473,0.967702206,1.908805205,0.415436266,-0.844385495,0.03475107,0.243490569,-0.758853808,-0.297093778,-0.146125298,4
0.031950619,-0.075558184,-0.598865475,0.204351268,-0.532028486,1.309450099,0.993254071,0.00536412,0.426630846,0.613242187,-0.766046861,-0.735470303,-0.128196555,4
-0.622170446,-0.075558184,-0.208151228,0.280811387,-0.427682794,0.634552875,-0.504247754,-0.650368202,-0.24027513,1.346293312,-0.766046861,-1.539561428,-0.146125298,6
0.237229278,-0.075558184,0.018094094,-0.293769351,1.279596925,1.25239459,-0.248002277,0.082560492,0.494864083,0.325004789,-0.662806851,0.61566021,0.051569804,4
-0.777583077,-0.075558184,-0.616707011,-1.746117021,-1.213944836,1.432791201,2.662854819,-0.81463033,-1.021356841,0.388858105,2.532620645,-1.751526218,-0.146125298,8
-0.469447399,-0.075558184,-0.397397264,0.415228889,-0.239552833,1.531967492,0.279334421,-0.801245918,0.035970282,0.906520537,-0.766046861,-1.366833973,-0.146125298,6
-0.109556,-0.075558184,-0.616707011,-1.01876411,-0.376698074,0.976025422,1.30085167,0.393520069,-0.772655589,-0.100380754,1.116069271,-0.358352666,-0.076684474,8
-0.090466741,-0.075558184,-0.60381673,-0.729745937,-0.410740804,1.210597858,2.081498168,-0.341505354,-0.607372492,-0.610353145,1.414655179,-0.303880608,0.361691503,8
-0.156802931,-0.075558184,-0.568183702,0.32719996,-0.527151204,2.386973213,0.485776775,-0.633076599,-0.188279459,0.542177928,-0.667875296,-1.196568284,-0.144429789,4
-0.163865262,-0.075558184,-0.407472221,-0.31083279,-0.303515216,1.528909228,-0.403331868,-0.694057769,0.392321365,-0.631425768,-0.760172465,-0.317359237,-0.146125298,4
-0.695577206,-0.075558184,-0.616707011,-1.657602064,-1.766913602,-1.265495925,-1.07769198,-1.324245451,-1.230157954,2.63085956,1.893650855,-1.978347363,-0.146125298,10
-0.296732042,-0.075558184,-0.616707011,-1.10159086,0.612156801,6.512703049,-0.066060354,-0.464216029,-0.682289015,-0.515287354,-0.130232045,0.218524628,-0.073057808,4
-0.338540311,-0.075558184,-0.5287962,-0.707185792,-0.772592734,3.532627337,1.577142398,-0.716638893,-0.349343492,-0.637440629,-0.756980053,-0.462833904,-0.146125298,4
-0.516612175,-0.075558184,-0.576414556,0.135083982,-0.322293646,2.216019778,-0.536769476,-0.603119654,-0.529501053,2.592176236,-0.686628334,-0.460594455,-0.146125298,6
-0.04696748,-0.075558184,-0.616707011,-0.548420284,0.103037214,1.615213961,-0.343699754,-0.455572536,0.514704565,3.997847138,-0.766046861,0.581156933,-0.146125298,6
-0.680454204,-0.02547623,1.271748875,-1.658071053,-0.479679071,3.215870556,2.94564051,-0.888902156,-0.779613174,0.202338253,2.280756848,-0.947322117,7.192149281,11
0.330621621,-0.075558184,-0.18299168,0.737346913,0.159107036,0.090183456,-0.1137692,-0.302092474,-0.285922549,2.327384352,-0.125278468,-0.365153375,0.035864954,6
0.205104135,-0.075558184,-0.439692715,-0.405555938,2.131177532,1.349317713,-0.463436183,-0.140560341,1.037251881,-0.144885046,-0.74551838,1.418002929,-0.038339404,4
-0.743859051,0.000710162,0.111702156,-1.734090613,-0.738975781,3.126204622,1.195388223,-1.071891133,-1.079199443,0.306234867,2.820049753,-1.540598647,-0.146125298,10
0.397479008,-0.075558184,-0.585956241,-0.340706795,0.817803521,0.555124552,0.760214522,-0.385997488,0.654127974,-0.50737532,-0.711785834,1.096556988,3.149989394,11
-0.368744594,-0.075558184,-0.582995908,0.109973522,-0.597047173,0.507024499,-0.711776391,-0.095103743,0.439768615,-0.610445815,-0.657028507,0.423121382,-0.146125298,4
-0.68521976,-0.075558184,-0.615900027,-1.254433126,-0.49642146,0.679380884,-0.014685569,-0.797285765,-0.720324312,1.147620168,2.045911105,-1.139361063,0.019146405,10
-0.55141437,-0.075558184,-0.616707011,-1.585108349,-1.140949434,1.154685855,0.391540412,-1.099101247,-0.919339087,-0.588714569,0.795796297,-1.065841231,-0.146125298,9
-0.481173704,-0.075558184,-0.541254014,0.251533849,-0.189023771,0.847262316,-0.790576559,-1.130782009,-0.283803547,1.919166357,-0.766046861,-1.100686118,-0.146125298,6
-0.473201407,-0.075558184,-0.513283085,0.643010215,-0.853011706,1.740094181,-0.006017897,-0.774129499,-0.025170989,1.322355175,-0.766046861,-1.580695163,-0.146125298,6
0.055618454,-0.075558184,-0.302182538,-0.649318588,0.628810889,0.504771475,0.163852788,0.160606874,0.675937576,-0.657974539,-0.714970921,-0.71697,-0.146125298,4
-0.249165261,-0.075558184,1.718077396,-0.759071893,2.128241412,1.554467895,0.686457423,-0.022090214,0.690806517,0.997185427,-0.141347679,0.85565737,-0.146125298,3
0.176757753,-0.075558184,-0.587738357,-0.091901331,1.00731288,0.426537041,-0.145220082,-0.106797496,0.845214751,0.403377827,-0.743774486,-0.254737327,1.258759554,11
0.816843338,-0.075558184,-0.612539234,0.119535861,0.329748157,0.025911404,1.830970465,-0.233527355,0.441117106,-0.675227444,-0.766046861,0.258596696,-0.146125298,1
0.10726616,-0.075558184,1.070218147,-0.142915065,-0.070660791,0.277654024,1.191699777,3.648499679,-0.652888243,2.70455816,-0.056820941,0.474218298,-0.146125298,7
-0.565464789,-0.075558184,0.355269032,0.304136863,-0.250606177,0.238400078,-0.143247836,-0.760340432,-0.102324555,0.420807393,-0.766046861,-1.189799405,-0.146125298,4
-0.54930273,-0.075558184,-0.332706881,-0.899485607,-0.486193928,0.076097448,-0.504247754,-0.233872806,-0.833126808,1.87709138,0.006802696,-1.058512899,1.118468279,6
0.035807147,-0.075558184,-0.601999174,-0.541473996,0.137744489,0.083644646,-0.160531949,-0.460878613,0.459449153,0.518815893,-0.75306969,-1.284814754,0.462459567,6
-0.705381767,-0.075558184,-0.359244735,-1.723604984,-0.47887959,0.809898708,3.486427938,-0.479373458,-0.975006959,-0.388403235,2.582922824,-1.101268094,-0.146125298,8
-0.288608097,-0.075558184,-0.616707011,-0.937426982,-0.615567568,0.710882332,-0.41070213,-0.317580677,-0.669720861,-0.684511247,-0.766046861,-0.71828217,-0.146125298,4
0.547362196,-0.075558184,-0.551074,0.032304969,0.288963413,0.282283608,0.276273553,-0.110384798,0.295328429,-0.667438607,-0.759274739,1.101197923,-0.146125298,1
-0.253628635,-0.075558184,-0.493613456,-0.937803719,-0.384916183,1.005192425,-0.364734284,-0.604587001,-0.489912963,0.429043503,-0.076735799,-0.063238144,0.990547243,9
-0.300778636,-0.075558184,-0.254816687,-0.35332837,-0.772797125,1.183307815,-0.559751492,0.085089195,-0.53507133,-0.304770946,-0.521442722,-0.886072025,-0.146125298,4
-0.588151862,-0.075558184,-0.034346129,-0.194708407,-0.078019574,0.864033611,-0.278360451,-1.165863987,0.831928461,0.580283059,-0.766046861,-1.272369012,-0.146125298,6
0.490455812,-0.075558184,-0.590655465,-0.98265802,0.704323211,1.595633727,1.210852206,-0.591171264,0.689080214,-0.364231922,-0.624776791,-0.714431235,0.191291412,4
-0.28846694,-0.075558184,1.728878419,0.087103436,-0.670207945,1.839316063,-0.504247754,-0.863361656,-0.373580905,-0.41649049,-0.761668924,-0.413333767,-0.141654179,4
-0.300808522,-0.075558184,-0.071975092,0.566912075,0.534902377,1.846759265,-0.730419372,-0.701393066,0.462663251,1.25250044,-0.766046861,-0.674269547,-0.146125298,6
-0.562060194,-0.075558184,-0.534623795,-0.269689353,-0.870056997,3.310580052,0.078198873,-1.0126904,-0.424364058,0.864569122,-0.766046861,-1.80694622,-0.146125298,6
-0.235809445,-0.075558184,-0.552365782,-0.412082245,-0.845253036,2.988319098,0.470019976,-0.632560239,-0.127228592,-0.32626568,-0.766046861,-0.600186833,-0.146125298,4
0.176101893,-0.075558184,-0.613843519,0.276066936,0.324125507,0.702572163,0.058462947,-0.406380309,1.908852664,1.530791843,-0.683430939,-0.275669555,-0.146125298,6
0.044599764,-0.075558184,-0.603618939,-0.596142535,-0.357976586,0.079049774,0.402604648,-0.516222719,-0.232177817,-0.575644792,-0.717027747,-0.585703881,3.351314766,11
-0.768685915,0.045994058,-0.616707011,-1.741751731,-1.253933716,2.962078221,0.46706765,-1.098554428,-1.017257361,1.045665573,2.899403437,-1.798382121,-0.146125298,10
-0.564112964,-0.075558184,-0.616707011,-0.521561918,0.065510866,0.263141842,-0.803532613,-0.26761526,-0.801503645,1.439498623,-0.576765434,-0.631100024,-0.081031072,6
-0.111015193,-0.075558184,-0.616707011,-0.738944847,-0.150903213,0.307483711,-1.208556543,-1.035719996,0.066155027,1.301105519,-0.743211936,-1.436248138,-0.146125298,6
-0.385003335,-0.075558184,0.103509618,0.489330417,-0.458087461,2.67880325,0.542533258,-0.85830918,-0.036808421,1.45789152,-0.766046861,-1.485280305,-0.146125298,6
-0.476835592,-0.075558184,-0.530612522,-0.858095542,0.200419599,0.853011348,-0.387221802,-0.201791627,-0.366238763,3.575050128,-0.766046861,-0.764808887,-0.146125298,6
-0.167032435,-0.075558184,-0.577184759,-0.680550808,-0.032938988,0.40484395,2.153263347,-0.057054281,-0.180317813,-0.484501355,1.03340159,-0.061663751,0.178070294,8
0.229222071,-0.075558184,-0.471793675,0.390240901,-0.555012162,2.517041767,0.287231533,-0.546952608,0.453341147,-0.611277835,-0.766046861,0.245964124,-0.146125298,4
-0.260955275,-0.075558184,0.01064539,0.392940557,-0.546583372,1.706697461,0.076139884,0.739050635,2.152636773,-0.571267757,-0.753733911,0.026399771,-0.146125298,4
-0.511459401,-0.075558184,-0.568624219,-0.175420413,-0.55481891,0.632290009,0.214327417,-1.070783853,-0.521849573,1.418315598,-0.766046861,-1.294629591,-0.146125298,6
-0.662214867,-0.075558184,-0.616707011,-1.45757804,-0.649390336,-0.422140143,0.786985025,-0.743365344,-0.887760323,0.312729972,1.964691831,-1.116952345,-0.041333457,8
-0.154761199,-0.075558184,-0.520541427,-0.50393252,2.469682359,0.406495296,-0.157349396,0.086323442,-0.297406177,0.811377237,-0.766046861,-0.675261726,0.92454791,4
