CD107a,CD45,CD68,CD86,FerritinHC,HLADR,Mac2,MerTK,PLP,TIM3
-0.630202889,-0.919772863,-0.862615526,-0.010972138,0.927617192,-0.117979191,-0.410089314,-0.13973029,-0.601436853,-0.288597882
-0.452156574,-0.073082142,-1.160466075,1.376946688,0.990899563,0.479938954,-0.610135257,-0.413167834,-0.053097256,0.034553841
-0.529954612,0.230041847,-0.59579134,0.133393586,0.527161539,0.512423456,-0.710137725,-0.409797758,-0.668265462,-0.125321224
-0.120882891,-0.865684152,-0.545197487,-0.521777153,-0.369071037,-0.041144654,-0.555514872,-0.478322446,-0.379536182,-0.517452896
-0.542158663,-0.36610797,-1.363833785,0.765436769,-0.233456045,0.905598104,-0.467974454,-0.080172367,-0.568094611,-0.569405556
-0.185499713,-0.408491015,-0.062680319,0.013271807,0.27057451,0.541659534,0.043509215,-0.131641239,-0.604316652,-0.05592864
-0.477709174,-1.093453169,-0.884304643,-0.297687471,0.658594906,0.933766723,-0.676852942,-0.588795066,0.55189687,-0.174544334
-0.613408685,-0.924155176,-1.017091155,-0.656061172,-0.233416289,1.370975494,-0.712109268,-0.471452802,-0.574909687,-0.567145586
0.024800846,0.181674004,-0.099058144,0.266107023,0.262864679,0.602534592,-0.228723392,0.113507405,-0.616347551,-0.782621622
-0.196600705,-0.173498586,-0.407739699,-0.185537219,0.833961725,-0.077920154,-0.582440615,-0.259446025,-0.300014645,-0.601806462
-0.079251014,-0.580489337,-0.637108982,-0.310824215,0.676327109,0.555207968,-0.473645419,-0.015721146,-0.061523128,0.051893689
-0.13385886,0.458250701,-0.632643044,0.05459382,0.603406847,0.828361571,-0.347177923,-0.345677584,-0.506705821,0.299329758
-0.252171606,-0.076593235,-1.013982654,0.72331965,-0.078817107,0.07388249,-0.043746863,-0.150222629,-0.328832686,-0.043682892
-0.828365445,-1.010801911,-0.606684208,-0.111960933,0.485265046,1.260522723,-0.385988325,-0.084250048,-0.840174079,-0.813244224
-0.212761432,-0.583218992,-1.085271478,-0.523310781,-1.010388255,0.377071321,-0.448502988,0.169073582,-0.752819479,-0.618930757
0.141065836,-0.219169274,0.027215824,-0.243826762,0.716852963,0.819402158,-0.285067081,-0.28748709,0.291466683,0.099184185
-0.164789706,0.191597149,-0.806411505,0.39553678,0.225751787,1.444323063,-0.389018148,-0.258672833,-0.392414927,0.205824256
-0.218734354,-0.012143872,0.593201756,0.11319676,-0.855300426,0.114363194,-0.712109268,-0.561918318,-0.4682374,-0.485471845
-0.546942413,-0.956329226,-0.979829609,-0.506542206,0.289224297,0.520697832,-0.385572553,-0.054798424,-0.242391348,-0.222748101
-0.193171203,0.592157662,-0.993160486,-0.65230906,1.541493654,0.142404512,-0.680502534,-0.560217321,-0.118989803,-0.434016168
-0.850039065,-0.806234658,-1.42311883,-0.176169246,1.239524961,-0.013825706,-0.548356235,-0.44103545,0.017442154,-0.355074793
-0.5391289,0.050691918,-1.001275063,-0.311484277,-0.404494733,0.93843472,-0.667157471,-0.374408484,-0.197149992,-1.019844055
-0.459857047,-0.393129587,-0.852890432,-0.012160899,0.868818223,-0.475614637,-0.606499612,-0.384013593,-0.515751719,0.005742723
-0.483578712,-0.72711885,-0.829633772,0.09533383,0.019014029,1.545116782,-0.577978849,-0.06380377,-0.776771545,0.086675085
-0.620265782,-0.091753438,-1.015876174,-0.246255502,1.107845068,0.456200272,-0.56803298,-0.367692769,0.185157627,0.009696015
-0.303759217,0.589223683,-1.097510934,0.561297715,-0.380524307,-0.192374527,-0.567621291,-0.218466893,0.927321136,0.106108867
-0.551927507,-1.004899979,-0.823298037,-0.106051452,1.148054719,0.21341826,-0.563972652,-0.383859485,-0.520607471,-0.077080391
-0.430910379,-1.036375403,-1.151307225,-1.042696118,-0.297626168,-0.108153388,-0.584887147,-0.570648074,-0.843882501,-0.310547799
-0.051251736,-0.792753458,-0.533654213,0.337296456,0.913514674,0.121292323,-0.611878872,-0.386082172,-0.088617705,-0.257156104
-0.245886639,-0.533309817,-1.153843284,0.665313244,0.484995067,0.032897349,-0.579774499,-0.392723918,-0.358327627,0.265894234
-0.546673596,-0.197060332,-0.526462734,0.41675666,0.127850443,-0.381744504,-0.210050121,-0.499516785,-0.469271928,0.300629407
-0.008110275,-0.689141631,-0.721663415,0.180356458,0.051019408,0.203538075,-0.512757778,-0.181320116,-0.629624963,-0.015464426
-0.494035989,-0.34394744,-1.342303395,-0.224882662,1.773811817,0.319465429,-0.310539782,-0.194745407,0.003086393,-0.459221989
0.204556733,0.021525739,-0.243111983,-0.149106234,0.298555374,0.950964451,-0.539399683,-0.547203302,-0.583687067,-0.178386137
-0.845746696,-0.754015982,-1.090970993,-0.220864221,0.934128046,0.592158198,-0.52310735,-0.269942671,0.547507405,-0.218092054
-0.169289798,-0.19929719,1.008161187,0.083540671,0.923488796,0.950964451,-0.274420619,-0.425315827,-0.122513674,0.017545855
-0.218181401,-0.254222214,-0.888752997,1.023624063,-0.083330147,0.065529324,-0.513036966,-0.11479304,-0.408447176,-0.299677372
-0.395055771,-0.613393247,-1.03059411,-0.197680876,0.96303314,0.669848442,-0.60549283,-0.433671713,0.536060393,-0.646550536
-0.081478424,-0.322849452,-0.709802806,0.298663527,0.454188228,-0.468313634,0.080677159,-0.084508054,0.229177892,-0.352053136
0.135421515,0.815530539,0.525626481,-0.34556362,1.604776025,2.269835711,-0.547285974,-0.558802664,0.746657908,0.099184185
-0.032158285,-1.296809554,-0.329448521,1.429569244,-0.178672135,0.883496583,-0.377852231,-0.161508501,-0.357855499,-0.049962763
-0.444699883,0.693793058,0.519331038,-0.425817907,1.502522826,1.315593958,-0.654025495,-0.500924826,-0.230995059,-0.092528298
0.012227826,0.654387176,-0.687977612,0.515167594,0.125724465,0.267523944,-0.694595575,-0.282300353,0.533550799,-0.394356638
-0.472669274,-0.390889853,-0.603120148,1.01911366,1.966432571,1.652629972,-0.457382351,-0.28748709,-0.006156002,-0.327376097
-0.772883117,-0.253136992,-1.312823892,0.692853987,0.896510005,0.844651461,-0.423782021,-0.259789675,-0.335586637,-0.159337193
-0.300628036,-0.386256427,-0.676401973,0.798099041,1.093524337,0.280254722,-0.595322728,-0.353866279,-0.00175968,0.372912705
-0.011769215,-0.010766691,0.517021298,-0.023855956,0.575272441,0.523296356,-0.43162486,-0.471415371,-0.043227885,-0.221296862
-0.230565295,0.036127757,-0.872221708,0.20929575,0.010212933,-0.028838821,-0.568344474,-0.54763031,-0.280871272,0.015339414
0.036263544,-0.795411825,-0.699690998,0.69913727,-0.208054259,0.30951643,-0.598052442,-0.53636378,-0.254181862,0.006579512
0.184331805,-0.755330086,0.585422277,-0.527988374,0.530936062,0.700369596,-0.348213673,-0.388959199,0.23738189,-0.144564539
-0.375494093,0.09462712,-0.781987548,0.384773105,1.54502809,0.137670264,-0.530258775,-0.486567348,-0.377734601,0.092133604
-0.096802056,-0.069799408,-0.560401738,0.169754937,0.323566824,0.134670347,-0.491800904,-0.328436077,-0.440446168,-0.069750577
