CD107a CD3 CD45 CD68 CD86 FerritinHC HLADR Mac2 MerTK PLP S100B TIM3 Vimentin
-0.122937329 -0.082224079 -0.462606773 -0.618338479 0.133511886 0.646032413 -0.143327816 -0.586377903 -0.605474614 -0.053723349 0.208087246 0.650641548 0.441613944
0.38414284 -0.082224079 -0.591201104 -0.689209921 1.685685685 1.085095213 1.31474216 -0.570542045 0.500892462 -0.634993837 -0.389413442 -0.230113383 -0.050164853
-0.110793872 -0.082224079 -0.540461882 0.212320748 -0.522471367 2.120721171 0.629165559 -0.619397353 -0.265131637 -0.607174173 -0.543432877 -0.075594974 -0.257775955
0.124562607 -0.082224079 -0.620376236 1.148808522 1.104977306 0.506577857 0.152817866 -0.615170373 1.385441226 1.097394011 -0.41651344 0.542880009 -0.257775955
0.080299961 -0.082224079 -0.608379534 -0.078501268 0.171901002 -0.042663964 0.566778462 -0.482073213 -0.363615979 -0.789906063 -0.489989877 -0.05600642 1.894184409
-0.334526816 -0.082224079 -0.625723073 0.039338846 0.775373601 0.094230217 -0.549397982 -0.188618397 -0.897871277 0.686684991 -0.337069147 -0.117405837 -0.217723748
-0.025748833 -0.082224079 -0.625723073 -0.304134162 0.466982015 0.127203631 -0.924212844 -1.095284813 -0.083660469 0.585277807 -0.518537141 -1.206388785 -0.257775955
-0.275048856 -0.082224079 -0.511635747 -0.492396633 0.967619493 0.53286782 -0.164138082 -0.110920559 -0.489418757 2.251504758 -0.543432877 -0.298250416 -0.257775955
-0.063923576 -0.082224079 -0.573350523 -0.211869436 0.635081865 0.19960246 2.186862731 0.059926572 -0.314950557 -0.723120949 1.418412501 0.652770954 -0.058299752
0.206116744 -0.082224079 -0.43369249 1.480020768 -0.10887608 1.770270849 0.460010554 -0.518346598 0.279674946 -0.816016082 -0.543432877 1.068845343 -0.257775955
-0.127930302 -0.082224079 0.205607229 1.484286324 -0.096864994 1.167684208 0.264663362 0.999644239 1.874293785 -0.786698802 -0.530008706 0.771879069 -0.257775955
-0.055560949 -0.082224079 -0.498290128 0.067193942 4.201334887 0.200830431 0.048589087 0.229168813 -0.424826265 0.226430693 -0.543432877 -0.177135643 0.401004828
-0.437072647 -0.082224079 -0.625723073 -1.85026915 -0.72579179 0.242399311 -0.305788759 -0.747615736 -1.058419887 1.325166934 2.01629506 -1.811017313 -0.257775955
0.447362771 -0.082224079 -0.431216095 -0.276438973 2.518024391 1.077687921 0.288725627 0.170376629 -0.205313514 -0.757028533 -0.376338941 1.194862685 -0.257775955
0.186053006 -0.082224079 -0.623591259 -0.418734085 0.241704235 0.339630778 0.770634792 -0.207547267 0.543308574 -0.821042316 -0.507982638 -0.15840484 -0.159819498
-0.404184065 -0.082224079 -0.625723073 -0.912367671 0.255108729 -0.008228791 0.891057058 -0.926892608 -1.159396346 0.536021319 0.818860916 -0.939532156 -0.257775955
-0.034466181 -0.082224079 -0.161530883 0.616153497 -0.788066597 0.673035289 0.20803841 -0.745313292 -0.389321783 -0.827412002 -0.543432877 0.533985266 -0.257775955
0.417552044 -0.082224079 -0.310609301 -0.57449588 1.505057965 0.882861917 -0.136617434 0.068069406 -0.228937113 -0.698671787 -0.369331703 0.976913112 1.331358382
0.468542904 -0.082224079 -0.224821603 0.67869101 2.200915902 1.529951468 0.041326086 -0.615470024 -0.288977441 -0.169767322 -0.543432877 1.635434214 -0.256095443
0.02062557 -0.082224079 -0.59535337 0.367755344 2.60647508 0.974578167 0.474640303 -0.42283845 -0.295760898 0.043919578 -0.353704591 -0.115083012 0.793071915
0.057600198 -0.082224079 -0.421283035 0.814322494 -0.431010163 -0.072342213 0.63260416 -0.598046431 -0.223628783 -0.754194154 -0.536109485 0.682358485 -0.257775955
0.627236961 -0.082224079 -0.625723073 -0.353562162 0.557448738 0.456531949 0.221040339 -0.357804953 -0.181136411 -0.342501222 -0.19054359 0.570572918 -0.216723195
-0.18189761 -0.082224079 -0.585300986 -1.03118195 0.331061279 0.421817248 0.778190536 -0.005921706 -0.473564236 -0.759903482 0.724004144 0.958273654 0.187895877
0.009336988 -0.082224079 -0.529166515 0.089179027 1.441639316 -0.158538955 1.204068645 -0.394284296 -0.816000077 0.807416147 -0.072161387 -0.19598847 -0.242654083
-0.342923493 -0.082224079 -0.625723073 -0.305278429 1.565067089 0.711324464 1.868524299 -0.498603684 -0.917097889 -0.337473783 1.527262996 0.458154118 -0.257085633
0.159172962 -0.082224079 -0.623453825 0.19767056 0.777352199 0.255782003 0.238170566 -0.562374732 -0.00268636 -0.56208868 -0.321669797 -0.333044543 1.558980119
-0.03178464 -0.082224079 -0.59673894 -0.426334475 -0.4064058 0.240378465 0.575069492 -0.649341277 -0.55778345 -0.647730964 -0.25896932 1.158327233 -0.237720723
-0.402548966 -0.082224079 -0.625723073 -1.494911592 -0.455337265 2.25151307 1.011662999 -0.469480475 -1.116905452 2.187294907 1.659107502 -1.212850464 -0.257775955
0.064653091 -0.082224079 -0.172033415 1.397070291 0.957842379 0.736563155 -0.289331584 0.042264009 0.545123485 -0.707447919 -0.524850998 1.303888454 -0.240672321
-0.13647115 -0.082224079 -0.468781987 0.101806359 1.477674667 1.278645405 0.391564127 -0.896192265 -0.672265194 -0.853972335 -0.530215231 0.598739211 -0.257775955
-0.254080208 -0.082224079 -0.572877172 -1.089587109 0.097474684 0.232923095 0.503773274 -0.324416561 -0.688884227 -0.840537826 1.745488492 1.038321318 3.482024162
-0.330749715 0.292509312 -0.621148557 0.061654802 1.225587243 1.691870619 2.262190344 -0.321929415 -0.624556381 -0.120020005 1.526381294 0.314639753 -0.257775955
0.383657656 -0.082224079 -0.625723073 0.484394584 0.361104501 0.736779637 0.212893035 -0.652713941 -0.141992528 -0.728349509 -0.516034883 -0.064401514 -0.227070219
0.117756051 -0.082224079 -0.471915763 1.322921527 0.28489952 0.286003905 0.090988568 -0.714379447 -0.635227166 -0.739664147 -0.542298155 -0.408188561 -0.257775955
-0.211922995 0.035456973 -0.476183724 -1.204498724 0.039579372 0.333639084 -0.031359577 -0.26274392 -0.757588963 -0.758289694 0.90666564 0.006104415 -0.257064474
-0.078335192 -0.082224079 -0.5968563 0.936070944 2.850616596 0.014471121 -0.486451975 -0.189480322 -0.39709604 0.822828731 0.311146775 0.610679891 -0.257775955
0.389489909 -0.082224079 0.189674274 0.954113365 -0.095774509 1.123056855 -0.164480362 -0.265596662 1.477679838 -0.856900954 -0.543432877 0.911955424 -0.257775955
-0.242296183 -0.082224079 -0.623202421 -0.143066776 5.045886107 0.272841983 0.736499024 0.411281186 -0.479532151 0.583801529 -0.522392543 2.08577069 -0.170612247
-0.089554855 -0.082224079 -0.170597177 -0.479746251 0.72377104 0.759782219 0.844406465 -0.135055934 -0.415815884 -0.712161786 1.069092104 1.01447397 -0.104459227
-0.319322385 -0.082224079 -0.608277885 -1.501108963 -0.460273853 0.619573064 -0.359493079 -0.323341608 -0.733775437 -0.847709689 0.871793306 0.839992073 -0.122437758
-0.26963883 -0.082224079 -0.428103984 -0.674399329 -0.765678452 0.200462102 0.037519272 -0.274466096 -0.920272949 1.248001426 0.977405365 -0.359908846 -0.257775955
-0.388539356 -0.082224079 -0.438167919 -1.592203077 -0.483654085 -0.470326295 -0.058419125 -0.523562331 -1.08603807 0.493517587 3.025368119 -1.058847116 -0.252617716
0.507369052 -0.082224079 -0.581302115 -0.620872866 -0.204956962 -0.11087491 -0.514612031 0.03108167 1.014226455 -0.664165064 -0.543432877 -0.449692175 -0.257775955
0.562889593 -0.082224079 -0.625723073 -0.09742609 1.525441022 0.18577462 0.084794873 1.005542616 2.396845735 -0.532913314 -0.543432877 -1.091001662 -0.257775955
0.343876135 -0.082224079 0.729904297 0.754003055 0.286559947 0.76352192 -0.096078668 0.378454063 1.705838849 -0.773492109 -0.543432877 1.986595776 -0.257775955
-0.11090965 -0.082224079 -0.32845707 0.156486272 0.906338389 -0.005397433 -0.214397198 0.829007874 0.029510752 -0.358018308 -0.532875563 0.599048114 -0.143420424
-0.330749715 0.158675958 -0.625723073 -1.523989573 0.111271085 0.099910971 -0.423505968 -1.067042787 -1.172687903 -0.80625771 0.956825422 0.66505461 2.387230191
-0.329059959 -0.082224079 -0.625723073 -1.777555892 0.469536916 0.206644823 -0.261171528 -0.125471072 -0.989160665 -0.868814175 1.725204952 0.897057748 4.842364784
0.202224574 23.51026866 5.689821097 1.842964757 0.00687766 -0.480873175 -0.287662015 -0.505758987 -0.111208018 -0.852946966 -0.543432877 3.469900156 -0.257775955
0.042623685 -0.082224079 -0.625723073 -0.901030782 0.035487615 -0.087235133 -0.922411359 -0.816291109 0.170860046 -0.528180064 -0.2745517 -0.654752862 1.262185077
0.562517889 -0.082224079 -0.625723073 0.415070439 1.321856428 -0.221076779 -0.249708142 -0.423534827 0.524054584 -0.698934246 -0.543432877 0.062787884 -0.257775955
-0.128802679 0.016791894 -0.624767468 -1.396470251 -0.018449185 -0.38860992 1.088659237 -0.145975632 -0.837543551 -0.597971318 2.120005777 -0.039849516 -0.256698412
-0.080848565 -0.082224079 0.600494472 -0.346317077 -0.506504337 -0.707100419 -0.515373113 -0.806082608 -0.569722935 -0.71211645 -0.543432877 0.846504072 -0.222644167
0.190274348 -0.082224079 0.236899934 0.705215119 -0.581549377 -0.192435561 0.644777699 0.726942634 -0.251226254 -0.832177173 -0.543432877 0.276412678 -0.257775955
0.010781856 -0.082224079 0.554650404 -0.05213004 0.186219105 1.660317852 0.039912746 0.176996079 0.224310818 -0.779043019 -0.543432877 0.446927819 -0.247738301
0.085964702 -0.082224079 -0.397324026 1.588666279 0.730501809 0.069767315 -0.257148663 -0.169744005 0.335585546 -0.65226406 -0.40886241 0.279797367 -0.214509911
0.005529066 -0.082224079 -0.215148476 0.307786003 0.592093149 0.614296967 0.451248856 0.297382726 0.481599503 -0.543690723 -0.454270547 -0.295425288 -0.112919847
0.33644264 -0.082224079 0.799525385 1.617907176 0.468963367 0.679379522 1.213824287 1.667484906 -0.174742216 -0.586510632 -0.050550538 1.196771774 -0.244782607
0.058195426 -0.082224079 -0.625723073 -0.141153893 1.905342487 1.468434929 1.858186565 -0.189573651 0.019092833 -0.54572829 0.441439566 0.028532718 -0.090412462
-0.312830446 -0.082224079 -0.617105961 0.0972254 0.384571602 0.298815435 -0.138053144 -0.18164282 -0.786394003 2.442902834 -0.541434861 0.701309213 -0.257775955
0.130521809 -0.082224079 -0.156773112 0.228570706 0.105594195 -0.446438721 -0.028483634 1.278881262 0.772764377 -0.769594788 -0.494063315 1.212424031 -0.2538992
-0.065880528 -0.082224079 -0.211757273 1.811675542 1.4937874 1.145993208 0.322634509 2.012537544 -0.0848492 -0.081366857 -0.43800402 0.708868607 -0.237394621
-0.012653227 -0.082224079 -0.582385553 -0.316277672 0.947303412 2.175914067 0.217549423 -0.595129299 -0.290796845 -0.452392092 -0.543432877 -0.141061984 -0.24800245
