174.925,3.9
187.1195652,3.869565217
253.7892377,6.33632287
300.7078652,2.865168539
318.0613208,6.948113208
447.8857143,7.671428571
476.2416413,11.82522796
144.0798319,7.021008403
26.5326087,8.77173913
361.8097345,10.24557522
167.1382979,9.042553191
390.5823293,10.59437751
89.63636364,20.97520661
419.9321739,26.95304348
324.2171053,29.58223684
1.578947368,29.68421053
22.80100756,27.86649874
92.03370787,32.88764045
397.757764,31.02484472
349.4770459,35.50698603
183.6888889,38.94074074
378.161157,38.3677686
153.1161616,43.62121212
77.45833333,45.625
460.6106195,49.39823009
385.5491803,53.2295082
447.2014925,51.23880597
95.90441176,53.33823529
480.8965517,52.75862069
146.34375,58.11875
165.6336634,56.05940594
405.6790123,58.87654321
421.7777778,62.52592593
204.0653266,65.93467337
15.4,66.69333333
461.2494279,70.44622426
388.3697183,69.03873239
233.7835052,71.03092784
162.875,71.525
177.9375,72.17708333
144.0697674,74.52906977
56.93333333,76.12727273
238.6666667,83.08163265
430.0655738,79.39016393
328.6593407,76.7956044
415.090301,88.91638796
29.86813187,90.71428571
203.7258065,94.55645161
350.004329,93.87012987
446.7597765,93.15363128
473.4043478,102.0130435
103.6293103,99.8362069
306.8456973,95.14243323
331.5145228,99.33195021
244.2942207,111.732049
143.05,102.8833333
288.9214876,96.54752066
214.3,108.2019231
376.5478261,111.4347826
358.0909091,113.8116883
458.0281124,115.4056225
164.787234,111.3733075
148.671875,119.5
192.3146667,122.9226667
483.9027778,121.2666667
293.5943396,123.0566038
103.5416667,125.275
137.190709,125.8679707
74.27272727,133.2784091
335.325,130.175
209.6544503,127.9319372
383.6,131.2956522
408.4111498,128.1463415
425.6,129.183871
173.027907,136.3581395
136.4181185,139.6794425
399.5265487,141.1150442
432.2092199,147.1312057
451.5490909,140.7272727
39.34693878,144.3979592
351.0315789,145.1157895
471.1306818,146.8693182
331.5619835,148.5454545
109.0917431,147.9877676
67.36432161,151.5854271
145.8529412,150.9789916
297.7303754,154.1604096
383.5073314,154.1554252
20.16666667,155.3593074
347.6582278,156.1265823
203.9382716,159.4567901
120.4189189,159.8716216
148.3286713,168.5710956
313.8597561,160.0731707
45.10163934,163.957377
184.946789,163.1651376
356.4831461,166.8539326
315.175,170.79375
411.7717391,166.5733696
224.6770186,166.8291925
467.1985816,171.7730496
5.357142857,173.8766234
