ZScoreNorm_Cell_CD107a,ZScoreNorm_Cell_CD3,ZScoreNorm_Cell_CD45,ZScoreNorm_Cell_CD68,ZScoreNorm_Cell_CD86,ZScoreNorm_Cell_FerritinHC,ZScoreNorm_Cell_HLADR,ZScoreNorm_Cell_Mac2,ZScoreNorm_Cell_MerTK,ZScoreNorm_Cell_PLP,ZScoreNorm_Cell_S100B,ZScoreNorm_Cell_TIM3,ZScoreNorm_Cell_Vimentin,Phenograph2488198336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.394925086,-0.086755992,1.023409272,0.15973888,0.140854559,-0.154601067,-0.489955907,-0.627251264,-0.569037991,-0.174386191,-0.275959466,0.637330721,-0.076812388,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.474439928,-0.086755992,-0.404491047,0.650580025,0.70059261,-0.577583818,-0.454946334,-0.612950869,-0.552530874,-0.377264381,-0.275959466,-0.168841654,-0.076812388,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.390710429,-0.086755992,-1.145588037,0.554682542,3.441791374,-0.689382276,0.682603542,2.278527791,-0.167909444,0.052637292,-0.275959466,0.249666776,-0.076812388,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.97002835,-0.086755992,-0.09962139,0.244008675,-0.263227358,1.63998511,-0.877170227,-0.303210294,-0.51383516,-0.517644334,-0.275959466,-0.022289715,-0.076812388,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.020394487,-0.086755992,0.13353882,-0.229440985,-0.14910624,0.640211412,0.743654158,-0.642638293,-0.495339552,-0.16694121,-0.275959466,-0.521267118,-0.076812388,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.865158766,-0.086755992,0.536393024,-0.553896875,-0.537703277,2.192884829,-0.825688741,-0.726516899,-0.602742804,-0.10439705,-0.275959466,0.069354795,-0.076812388,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.907412117,-0.086755992,0.540258313,-0.749190058,-0.4035793,0.441860733,-0.436657751,-0.477286392,-0.553166262,-0.656510309,-0.275959466,-0.340688007,-0.076812388,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.957239184,-0.086755992,0.071345976,-0.512664751,-0.934593543,0.909899641,-0.867376188,-0.668253846,-0.537417598,-0.080083549,-0.275959466,-0.487217961,-0.076812388,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.82220165,-0.086755992,-0.634049222,0.025008134,-0.513415962,-0.273114669,-0.825688741,-0.821607262,-0.61511386,-0.376024241,-0.275959466,-0.2289391,-0.076812388,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.948268292,-0.086755992,-1.03978,0.284788099,-0.714105879,0.239967869,-1.09556011,-0.432146255,-0.504316952,-0.628618925,-0.275959466,-0.635560778,-0.076812388,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.056953694,-0.086755992,-1.262226168,-1.819744744,-0.849778636,1.267491744,-0.310591791,-0.530454703,-0.609097799,-0.64426519,2.297952358,0.619768324,-0.076812388,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.569570937,-0.086755992,-0.489164452,-0.240234452,-0.602117459,-0.089430784,-0.593462473,-0.640446966,-0.554244682,-0.562059796,-0.275959466,-0.136857072,-0.076812388,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.133880141,-0.086755992,-0.782486107,-0.732531711,-0.4035793,-0.633186618,0.558241176,-0.631598568,-0.411545376,0.005377146,-0.275959466,-0.549048519,-0.076812388,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.611215603,-0.086755992,-1.565186683,0.016963391,-0.546321356,2.482440899,-0.605148698,-0.403971877,-0.556650647,0.16784818,-0.275959466,-0.701398141,-0.076812388,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.43630129,-0.086755992,-0.538352655,1.292236254,-0.924092375,1.051588371,-0.381744498,-0.293240151,-0.50682696,-0.316326807,-0.275959466,-0.303706272,-0.076812388,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.916536037,-0.086755992,-0.835974714,-0.202067164,-0.108799633,0.718420303,0.092543806,-0.544735516,-0.561286609,-0.188275334,-0.275959466,-0.016325367,-0.076812388,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.887082949,-0.086755992,-0.515483215,-0.28964324,-1.469452989,0.870880146,-0.16532168,-0.657622229,-0.602555364,-0.555136563,-0.275959466,-0.711632858,-0.076812388,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.081907944,-0.086755992,-0.171582007,0.1633683,-0.544642509,1.376781408,-0.764646408,-0.26753095,-0.432198971,-0.169983503,-0.275959466,-0.07126947,-0.076812388,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.907376297,-0.086755992,-0.682659546,-0.672777328,-0.829910033,0.832977925,-0.638746595,-0.799905768,-0.615500455,-0.229909929,-0.275959466,-0.0341159,-0.076812388,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.52582496,-0.086755992,-0.692159733,0.346369915,-1.14367178,1.105641391,-1.263667483,-0.841345716,-0.586351156,-0.099510991,-0.275959466,-0.404932498,-0.076812388,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.696147797,-0.086755992,0.357031194,-0.68255667,-0.14910624,-0.261806624,1.05569064,-0.591343218,-0.584370864,-0.346112158,-0.275959466,-0.305961255,-0.076812388,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.709771004,0.091338443,0.002730602,-0.598788984,0.077092035,-0.225157283,0.558241176,-0.762428456,-0.565168032,-0.241252552,-0.275959466,-0.132327496,-0.076812388,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.00265448,-0.086755992,-0.625461186,1.344224718,0.217146467,0.009121597,1.430435902,-0.111253438,-0.575361535,-0.358087409,-0.275959466,0.719635486,-0.076812388,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.613361114,-0.086755992,-1.113610506,-0.019140328,0.490564855,1.292887002,0.051101139,-0.539891304,-0.415972002,-0.599934053,-0.275959466,-0.696524466,-0.076812388,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.091249954,-0.086755992,0.588858518,-0.140120476,-0.694073659,-0.288783217,-0.310591791,-0.579716958,-0.426243434,-0.732476617,-0.275959466,-0.527641617,-0.076812388,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.116213333,-0.086755992,-2.14815566,-2.16285936,-0.906870461,0.861775953,0.084201099,-0.499249238,-0.631996712,-0.610570191,3.456614543,0.532587667,-0.076812388,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.891764951,-0.086755992,-0.54903563,-0.305350634,-0.14910624,1.413506232,-0.737004596,0.178445413,-0.361273811,-0.737853769,-0.275959466,-0.486147233,-0.076812388,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.455618147,-0.086755992,-0.146052551,0.713717296,-0.220401261,0.646532199,-0.605148698,-0.200963713,-0.414849089,-0.181881043,-0.275959466,0.074165986,-0.076812388,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.218592265,-0.086755992,-0.470297608,-0.298162187,-0.996605698,-0.994964914,-0.949379785,-0.739711256,-0.628461577,-0.472852929,-0.275959466,-0.227369133,-0.076812388,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.348958229,-0.086755992,-0.465861043,1.33062539,-0.656886388,-0.930361142,-0.391784732,-0.637961957,-0.606951514,0.097805003,-0.270358514,-0.096705724,-0.076812388,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.340409672,-0.086755992,0.056272141,-0.185578881,-0.735471411,0.320723994,-0.622214296,-0.658595212,-0.571226068,3.772529947,-0.275959466,0.671624373,-0.076812388,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.886068995,-0.086755992,-0.590156537,0.995939991,-0.835013509,0.058664486,-0.531001614,-0.413722269,-0.564029933,-0.050115286,-0.275959466,-0.810097896,-0.076812388,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.439305713,-0.086755992,-0.945567021,-0.611411251,-0.452211929,0.201851525,-0.747066216,-0.188870226,-0.445630402,-0.503570378,-0.275959466,-0.297904649,-0.076812388,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.590616296,-0.086755992,-0.685241806,0.144556366,0.497765656,0.402827695,-1.680281409,-0.613434568,-0.592333014,0.153710581,-0.275959466,-0.146726393,-0.076812388,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.294429077,0.675266111,-0.403172047,-1.320510849,-0.727062002,-0.377303815,-0.832931052,-0.754013496,-0.556298927,-0.310514262,-0.275959466,-0.466057468,-0.076812388,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.718702893,-0.086755992,-0.356048879,-0.406498263,-0.541849891,-0.826921593,-0.460923578,-0.739518907,-0.594294279,-0.107807014,-0.275959466,-0.118352095,-0.076812388,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.799889311,-0.086755992,0.390575296,-0.256710933,-0.180945073,-0.10075484,-0.840051643,-0.702665611,-0.559963903,-0.553015794,-0.275959466,-0.239717787,-0.076812388,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.89027917,-0.086755992,-1.065382851,-0.058644009,-0.500488843,-0.518292903,-0.470757109,-0.710296695,-0.599450507,-0.083834745,-0.275959466,-0.344888824,-0.076812388,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.620822413,-0.086755992,-0.247374286,0.092274871,-0.17505707,1.354948118,0.602534622,-0.678241468,-0.496741502,-0.250585033,-0.275959466,-0.559514116,-0.076812388,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.013693573,-0.086755992,-0.956196272,-0.576014644,-0.338547296,-0.449512335,-1.471974446,-0.703680804,-0.562227598,0.588040287,-0.255760135,-0.492183463,-0.076812388,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.522166427,-0.068227534,0.601964025,0.307190553,0.702005747,0.19526555,-0.955735451,-0.594843683,-0.535598454,0.078975944,-0.275959466,-0.305457969,-0.076812388,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.936093925,-0.086755992,0.826176891,-0.154512575,-1.366941595,-0.76054308,-1.085118658,-0.615783966,-0.56452508,-0.661240537,-0.275959466,-0.413242114,-0.076812388,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.610441179,-0.086755992,-1.034994018,0.37696226,-0.761440964,-0.36844757,-1.006965974,-0.389727617,-0.449854056,-0.549756016,-0.275959466,-0.793889659,-0.076812388,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.218934678,-0.086755992,-0.471429893,-0.465998162,-1.250507724,0.446747312,-1.680281409,-0.215548601,-0.476299112,-0.938448004,-0.275959466,-0.640307193,-0.076812388,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.419357501,-0.086755992,0.871784951,0.259207099,-0.385907559,1.265249273,-0.569310941,-0.206401431,-0.412125461,-0.312275254,-0.275959466,0.409409835,-0.076812388,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.103153956,-0.086755992,-0.340958299,0.59614535,-1.21774809,-0.778906906,-1.039336908,-0.746687582,-0.633670443,-0.441443438,-0.275959466,-0.497403606,-0.076812388,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.02165867,2.843056477,1.966375089,-2.056760444,-0.9870186,-0.582676308,-0.718864658,-0.815844209,-0.63985597,-0.303256527,-0.275959466,-0.288597879,-0.076812388,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.008019693,-0.086755992,0.049856212,-0.313197494,-0.964755228,0.994688903,-0.754472685,-0.190793165,-0.44518367,-0.746294298,-0.275959466,-0.030076504,-0.076812388,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.398380103,-0.086755992,-1.291153475,0.237111766,-1.258029491,-0.116222329,-0.867376188,-0.766928546,-0.576642895,-0.037377432,-0.275959466,-0.884458123,-0.076812388,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.984317889,-0.086755992,-1.394868513,-0.480591358,-0.855496616,-0.824011665,-0.832931052,-0.73496612,-0.550847276,-0.075494472,-0.275959466,-0.623799324,-0.076812388,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.609255579,-0.086755992,-1.574753939,0.150719878,-1.257157696,0.656778004,-0.737004596,-0.762998107,-0.516028709,-0.45779777,-0.275959466,-0.661746658,-0.076812388,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.264946105,-0.086755992,-0.971492172,-0.374419969,-0.19768087,-1.207046394,-1.252985075,-0.700583164,-0.551196741,-0.017510076,-0.275959466,-0.616721164,-0.076812388,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.025160186,-0.086755992,-0.403395965,-2.458053839,-0.898977084,1.077675907,-0.638746595,-0.573976109,-0.650680644,-0.604767306,2.599252673,0.971693827,-0.076812388,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.894483952,-0.086755992,0.79763963,-0.313299701,-0.258399157,2.467817539,-1.359809159,-0.729398425,-0.494496071,-0.742327555,-0.275959466,-0.333341964,-0.076812388,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.884956929,-0.086755992,-1.387072764,-0.813453596,-1.254179063,-1.036787492,1.791501304,-0.693379348,-0.563567796,-0.416367751,-0.275959466,-0.627907185,-0.076812388,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.515353325,-0.086755992,-1.019146986,0.069514347,-0.377741997,0.618914966,0.043638283,-0.572603658,-0.451730613,-0.089571807,-0.275959466,-0.76998251,-0.076812388,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.851252054,-0.086755992,-0.384611329,0.033485124,-0.14910624,1.24019309,-0.149862907,-0.455241796,-0.52965259,-0.316914657,-0.275959466,-0.193630843,-0.076812388,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.850512461,-0.086755992,0.355854305,-0.620886791,-1.321836582,-0.332778365,-1.680281409,-0.690703646,-0.575055205,-0.517904367,-0.275959466,-0.233200442,-0.076812388,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.088660052,-0.086755992,-0.221667154,-0.538811003,-0.212253259,0.757778057,0.541659527,-0.610967701,-0.536763843,-0.687849483,-0.275959466,-0.521267118,-0.076812388,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.161180145,-0.086755992,0.454762248,-0.105540435,-0.182935,1.651114483,-0.489955907,-0.342862276,-0.489856925,-0.694817431,-0.275959466,-0.413242114,-0.076812388,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.090316663,-0.086755992,-0.309339983,-0.362972695,-0.950587628,-0.063242371,0.883496595,-0.815844209,-0.646041498,-0.247630273,-0.275959466,-0.378086048,-0.076812388,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.924728115,-0.086755992,0.34495685,-0.81245144,-0.084888933,0.516111885,0.296869424,-0.757822971,-0.575379708,0.066804004,-0.275959466,0.519829134,-0.076812388,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.801019133,-0.086755992,-1.193056251,-0.105364426,-0.200771983,-0.285439897,-0.013825707,-0.681460309,-0.422237862,0.245578257,-0.275959466,-0.394356624,-0.076812388,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.936706013,-0.086755992,0.692481135,-0.541734146,0.324496398,0.334203292,0.055609948,-0.787028948,-0.620526196,-0.625199852,-0.275959466,-0.724852701,-0.076812388,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.794789503,-0.086755992,-0.827253564,0.699888765,-0.041294258,0.897921564,0.081013236,-0.73220967,-0.592333014,-0.319962218,-0.275959466,-0.733128538,-0.076812388,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.775974334,-0.086755992,-0.035604802,0.276715058,-0.369386537,0.244977061,-0.905185733,-0.628477998,-0.493129501,-0.160989853,-0.275959466,-0.586198068,-0.076812388,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.079105564,-0.086755992,-0.355229298,-0.384947373,-0.662175765,0.927617214,0.055609948,-0.735521668,-0.571944031,-0.434070318,-0.275959466,-0.240125121,-0.076812388,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.151652887,-0.086755992,-1.40905831,-1.779067849,-1.114884169,-0.227313126,-0.700013349,-0.615154389,-0.639249546,-0.438711806,1.38041293,0.190427023,-0.076812388,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.869935619,-0.086755992,-0.141902961,-0.387882876,-0.325330478,0.255129024,-0.517637896,-0.609312499,-0.590995097,1.026086284,0.194224356,-0.135288692,-0.076812388,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.239155396,-0.086755992,1.478245269,-0.813382921,0.213653227,-0.901168683,-0.971151323,-0.296065941,-0.420993578,-0.331147303,-0.275959466,0.181691006,-0.076812388,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.88016884,-0.086755992,-0.123026386,0.240952785,-0.382264462,0.691038667,-0.142014607,-0.573796014,-0.505011468,-0.548581183,-0.275959466,-0.700243455,-0.076812388,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.100694693,-0.086755992,0.504834538,0.364498025,-0.560934621,0.451492251,-0.955735451,-0.41243055,-0.454021205,-0.608650589,-0.275959466,-0.440338687,-0.076812388,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.488937897,-0.086755992,-1.146136702,-0.329645901,-0.639040004,-1.13945304,8.663236743,-0.630730996,-0.57096199,-0.004234378,-0.275959466,0.112555979,-0.076812388,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.791272249,10.14712914,-0.14521926,-2.381176905,-0.643300297,-0.435811324,-0.231189494,-0.718624023,-0.65213738,-0.865190632,-0.275959466,-0.608939584,-0.076812388,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.235705042,-0.086755992,-0.837361056,-0.278753463,-0.003382352,0.568473245,-0.825688741,-0.700583164,-0.580062536,0.021311223,-0.275959466,-0.199109711,-0.076812388,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.867644148,-0.086755992,-0.023101418,0.843628249,0.240156202,-0.524242685,0.602534622,-0.675162577,-0.611300863,-0.499990514,-0.275959466,0.364788337,-0.076812388,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.945962836,-0.086755992,-0.392691788,-0.291008179,-1.214712176,1.611066351,0.402788219,-0.76548954,-0.536093744,-0.875798374,-0.275959466,-0.608518082,-0.076812388,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.654135924,-0.086755992,-0.284844624,0.027392983,-0.964755228,2.204252911,-0.291568324,-0.758934068,-0.623876691,-0.479698604,-0.275959466,-0.353228223,-0.076812388,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.572453649,-0.086755992,0.552249227,-0.031221116,-1.119414084,0.067441525,-0.460923578,-0.514759869,-0.486424712,-0.517213685,-0.275959466,-0.827709529,-0.076812388,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.822775858,-0.086755992,0.04715882,0.180966851,-0.919713923,-0.665860438,0.579319543,-0.712109268,-0.47179833,-0.526013421,-0.275959466,-0.032267363,-0.076812388,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.773243958,-0.086755992,-0.541330812,0.965298041,0.020037559,0.240660211,-0.34116522,-0.659933063,-0.601859158,-0.104211474,-0.275959466,-0.122405566,-0.076812388,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.807552757,-0.086755992,0.24897743,-0.637590466,-0.645261385,0.056984474,-0.489955907,-0.72281208,-0.567396932,-0.341784858,-0.275959466,-0.787174818,-0.076812388,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.449013777,-0.086755992,0.194736712,0.552540754,0.133641603,-1.10229819,1.05569064,-0.145179753,-0.339534755,-0.624294941,-0.275959466,0.562207544,-0.076812388,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.93506287,-0.086755992,-0.8058761,-0.119691372,-0.37926827,0.483465157,0.03289735,0.161720265,-0.427293493,-0.14739294,-0.275959466,-0.386449428,-0.076812388,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.7426904,-0.086755992,-1.286597467,-0.443442645,-1.16561922,-0.328833205,1.164886863,-0.742259871,-0.55016582,-0.211499438,-0.054089614,-0.515592258,-0.076812388,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.126357322,-0.086755992,-0.474510888,-0.060140259,0.58282511,0.238401358,-0.922801544,-0.48224207,-0.345481087,-0.482814329,-0.275959466,-0.235718507,-0.076812388,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.897025498,-0.086755992,-0.89863138,-0.28923505,-0.345079746,0.599158022,0.043638283,-0.737297781,-0.590371749,-0.105323677,-0.263469987,-0.489174809,-0.076812388,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.16720216,-0.086755992,-0.897071574,-0.296835484,-1.015122493,0.814683432,0.700369594,-0.763482763,-0.618707357,-0.652049694,-0.275959466,-0.920128669,-0.076812388,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.048693083,-0.086755992,0.604215438,0.172556319,-0.380131917,0.358908077,-1.273828799,-0.383193602,-0.400129058,-0.683554472,-0.275959466,-0.543966555,-0.076812388,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.896159582,-0.086755992,-1.055947563,-0.553046064,-0.73790952,-0.451392678,-1.004691259,-0.754631249,-0.60341151,-0.284433398,-0.275959466,-0.288597879,-0.076812388,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.992155078,-0.086755992,-1.204491419,-0.404771599,-0.49010014,0.302690967,0.319465434,-0.712109268,-0.506743416,-0.53749037,-0.275959466,-0.521267118,-0.076812388,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.258640874,-0.086755992,-1.382265881,0.095378208,-1.412046609,0.068190155,-0.291568324,-0.613777189,-0.617175702,-0.400078666,-0.275959466,-0.530961669,-0.076812388,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.974361615,-0.086755992,-0.112359637,-0.507659383,-0.301881285,0.676455927,-0.605148698,-0.655315318,-0.603341404,-0.430334294,-0.275959466,-0.688889042,-0.076812388,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.514525046,-0.086755992,-0.747746015,-0.945557185,-0.076244296,0.78359235,0.242552094,-0.344714686,-0.228518383,0.609407176,-0.275959466,-0.557062385,-0.076812388,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.885024004,-0.086755992,-1.078052256,0.482061971,-0.960996477,0.095960757,0.964886373,-0.747785306,-0.583989856,-0.51082959,-0.275959466,-0.417858567,-0.076812388,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.944421259,-0.086755992,-0.964018061,-0.885678012,-1.130140276,0.531520729,-0.787537283,-0.832515896,-0.644936939,-0.398338271,-0.275959466,-0.953367131,-0.076812388,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.015632371,-0.086755992,0.475299551,-0.52561642,0.386270655,-0.492750591,0.131083485,-0.687678938,-0.576387078,-0.720536246,-0.275959466,0.267785081,-0.076812388,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.923947881,-0.086755992,-0.869605455,-0.5450559,-0.780576424,-0.020480891,0.402788219,-0.772981508,-0.587021255,-0.374409015,-0.275959466,-0.337070637,-0.076812388,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.813208473,-0.086755992,0.686939522,-0.861419719,0.305552292,0.892012379,-0.680407988,-0.590739387,-0.403816236,-0.820308843,-0.275959466,0.037139054,-0.076812388,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
