ZScoreNorm_Cell_CD107a,ZScoreNorm_Cell_CD3,ZScoreNorm_Cell_CD45,ZScoreNorm_Cell_CD68,ZScoreNorm_Cell_CD86,ZScoreNorm_Cell_FerritinHC,ZScoreNorm_Cell_HLADR,ZScoreNorm_Cell_Mac2,ZScoreNorm_Cell_MerTK,ZScoreNorm_Cell_PLP,ZScoreNorm_Cell_S100B,ZScoreNorm_Cell_TIM3,ZScoreNorm_Cell_Vimentin,Phenograph2488198336
-0.744419796,-0.086755992,-0.533441286,-0.594144037,-0.324514625,0.298204364,-0.13726687,-0.745406904,-0.611219268,-0.348095559,-0.275959466,-0.504032359,-0.076812388,1
-1.146558168,-0.086755992,-1.019084932,-0.591002397,-0.325917892,-0.428504118,1.652629996,-0.655170312,-0.585010959,-0.333025906,-0.275959466,-0.211041467,-0.076812388,1
-0.956651454,-0.086755992,-0.092433345,-0.391299658,-0.720024489,0.60147782,-0.9954366,-0.739819287,-0.593676346,-0.342245462,-0.275959466,-0.495769119,-0.076812388,10
-0.150076231,-0.086755992,-0.149985536,1.287392095,-0.247262227,0.36532121,-0.298763728,0.214876197,-0.454963178,-0.240978322,-0.275959466,-0.342847184,-0.076812388,4
-0.78026659,-0.086755992,-1.716365414,-0.57098602,-1.227463016,-1.069370166,-0.911148008,-0.798555052,-0.633670443,-0.50740206,-0.275959466,0.19463823,-0.076812388,2
-0.609776346,-0.086755992,0.341893901,-0.397102531,0.575915082,0.1537034,-1.063075593,-0.689910845,-0.55959684,-0.567190935,-0.275959466,-0.216786386,-0.076812388,8
-0.366344792,-0.086755992,-0.171118221,-1.072594673,0.398167919,-0.957438274,-0.93963443,-0.517318101,-0.452778123,-0.377274771,-0.275959466,-0.624675668,-0.076812388,2
-0.737004854,-0.086755992,0.35343781,-0.763453035,-1.360286757,0.001267556,-0.041144653,-0.656840652,-0.583780613,-0.306506152,-0.275959466,-0.879806599,-0.076812388,8
-0.978053256,-0.086755992,0.283669795,-0.914036298,-0.385907559,0.765963077,-1.263667483,-0.745823124,-0.570268784,-0.687849483,-0.275959466,-0.23043057,-0.076812388,8
-1.225786076,-0.086755992,-0.653524887,-0.616886797,-0.749773001,1.225322348,-0.460923578,-0.810783968,-0.608023133,-0.636543438,-0.275959466,-0.316972177,-0.076812388,10
-0.769952442,-0.086755992,-0.160754336,-0.61747013,-0.774261723,1.474785775,-0.513762417,-0.577253845,-0.516392839,-0.4269382,-0.275959466,-0.544534041,-0.076812388,10
-1.064182346,-0.086755992,-1.189436211,-0.755770622,-0.478568945,-0.033677752,-0.231189494,-0.594843683,-0.436540366,-0.39366861,-0.275959466,-0.490918956,-0.076812388,1
-0.63577432,-0.086755992,-0.959428851,0.035770739,-0.331700028,1.673514106,-0.074059045,-0.668782225,-0.498334079,-0.624820222,-0.275959466,-0.919327742,-0.076812388,5
-0.897527946,-0.086755992,-0.473868553,0.198186484,-0.652309043,-0.384543742,-0.899130298,-0.676990669,-0.577807396,-0.616347537,-0.275959466,0.002238668,-0.076812388,2
-1.02780234,-0.086755992,-1.273280163,-0.025628533,-1.231626556,-0.374353068,-1.151247853,-0.787028948,-0.635045004,0.089589477,-0.275959466,-0.565585068,-0.076812388,2
-0.960968819,-0.086755992,-1.335562473,-1.80937368,-0.805219163,1.008119876,-0.94866671,-0.539976736,-0.62606677,-0.528585234,3.243107033,-0.339671615,-0.076812388,9
-0.732606686,-0.086755992,-0.259898849,0.0348015,-0.192161026,1.265249273,0.213418253,-0.717217428,-0.594026834,-0.680016675,-0.275959466,-0.447235996,-0.076812388,1
-1.273246837,-0.086755992,-0.910649711,-0.008924857,-0.464841332,0.197786299,-0.638746595,-0.772981508,-0.60712422,-0.587846796,-0.275959466,-0.579434427,-0.076812388,10
-0.605766704,-0.086755992,-0.489297082,-0.150622987,-0.261486527,0.867096624,-0.409255873,-0.733061382,-0.474524155,-0.545651565,-0.275959466,-0.111138291,-0.076812388,5
-0.849938684,-0.086755992,-0.668470589,0.227379589,-1.136790374,-0.853061785,4.444299377,-0.777423861,-0.643292374,-0.525965986,-0.275959466,-0.457631087,-0.076812388,1
0.24325516,-0.086755992,0.57305246,0.503379336,0.798099036,-0.316450462,-1.117289618,0.136811695,-0.428461384,-0.613477854,-0.275959466,-0.209993407,-0.076812388,8
-0.968643618,-0.086755992,-0.129307356,0.32784057,-1.125014707,1.250367419,-1.175294833,-0.49756655,-0.553820904,-0.786570112,-0.275959466,-0.500115369,-0.076812388,10
-0.858697729,-0.086755992,-0.642739023,-0.248257209,-0.622708878,-0.719617982,-0.378362892,-0.736692288,-0.597910361,-0.344042891,-0.275959466,-0.288597879,-0.076812388,2
-1.054189662,-0.086755992,-1.427919049,-0.209140147,-0.927631125,0.267349622,-0.767154997,-0.669004795,-0.551818118,-0.072390191,-0.275959466,-0.846366601,-0.076812388,10
-0.771937766,-0.086755992,-0.139919342,-0.088091667,-0.799426281,0.8889827,-1.182831946,-0.638307793,-0.514760598,-0.432549043,-0.275959466,-0.792135783,-0.076812388,10
-0.862352192,-0.086755992,-0.712942744,-0.527936092,-0.659139851,1.583205804,-0.398392407,-0.526250833,-0.503774362,-0.16368423,-0.275959466,-1.004503227,-0.076812388,10
-0.933854513,-0.086755992,-0.772216593,-0.37352054,-0.55956186,0.405822214,-0.291568324,-0.689633364,-0.582330563,-0.595821721,-0.275959466,-0.055928641,-0.076812388,10
-0.606811363,-0.086755992,0.527723906,-0.287143391,0.427453493,0.966318122,-1.100644643,-0.317315131,-0.508561423,-0.602897831,-0.275959466,0.10592822,-0.076812388,5
-0.254225873,-0.086755992,1.874752498,-0.236953137,1.761777447,0.556355401,-0.376098685,-0.40526432,-0.58268018,1.949464578,-0.275959466,0.409409835,-0.076812388,6
-0.898395916,-0.086755992,-0.859298993,-0.250662802,-0.943536472,1.008257259,0.111606443,-0.542935798,-0.503042741,-0.214658106,-0.275959466,-0.476234362,-0.076812388,1
-1.019119881,-0.086755992,-0.768961327,-0.660050377,-0.663093599,-1.138227803,-0.646820508,-0.720820859,-0.635876135,-0.625310896,-0.275959466,0.712420936,-0.076812388,2
-0.820166105,-0.086755992,-0.810259393,-0.503201804,-1.299284076,1.064521411,4.469733683,-0.714784971,-0.628663111,-0.176119511,-0.275959466,-0.316296598,-0.076812388,1
-0.781470978,-0.086755992,-0.175008152,-0.355404968,-0.390945885,1.223453428,-0.61658628,-0.649941875,-0.496272765,0.712806855,-0.275959466,-0.857894951,-0.076812388,10
-0.672302477,-0.086755992,-0.997380313,0.899423783,-0.717429406,1.012257758,-0.16532168,-0.701892948,-0.515808025,0.698310759,-0.275959466,-0.690481109,-0.076812388,10
-0.557317335,-0.086755992,-0.924873513,0.269789816,0.129483547,1.727462145,0.280254711,-0.46421327,-0.500499671,-0.364232433,-0.275959466,-0.596542459,-0.076812388,1
-0.92153592,-0.086755992,-0.581309006,-0.251887411,-0.28442128,0.603431973,-1.204151208,-0.712109268,-0.562801969,-0.47098633,-0.275959466,-0.986605594,-0.076812388,10
-1.000356055,-0.086755992,-1.281225566,-2.515458767,-1.183868307,0.580183766,-0.139860172,-0.642226206,-0.642402952,-0.592349892,3.680557277,-0.357030008,-0.076812388,9
-0.944871265,-0.086755992,1.351048421,0.022230901,0.395264608,0.614210932,-0.722548247,-0.309093061,-0.430472305,-0.307585384,-0.275959466,-0.382200446,-0.076812388,6
-0.930898837,-0.086755992,-0.77167545,-0.309881517,-1.005709273,-1.069260668,-1.535372217,-0.74924337,-0.613446457,-0.526898727,-0.275959466,0.753355665,-0.076812388,2
-0.729567347,-0.086755992,0.635751411,-0.437431081,0.008761306,0.323972018,-0.638746595,-0.693379348,-0.463052972,0.103302361,-0.275959466,-0.434016153,-0.076812388,8
-1.115697558,-0.086755992,-0.885388208,-0.727347964,-1.219860031,1.528593382,1.217902421,-0.716995334,-0.600860253,0.127404128,-0.275959466,-0.339178149,-0.076812388,1
-0.484998865,-0.086755992,-0.918077121,-0.653442292,-1.258029491,1.995911999,-1.273828799,-0.410603241,-0.572720365,-0.693961642,-0.275959466,-0.657463745,-0.076812388,5
-0.809133447,-0.086755992,-0.877157737,-0.366884215,-0.533108379,0.159165542,0.121292323,-0.09250327,-0.288283954,0.331225972,-0.275959466,-0.57157398,-0.076812388,1
-0.365818663,-0.086755992,0.326823407,0.185508458,0.271873883,-0.735533298,0.402788219,-0.655919509,-0.346902509,-0.327579098,-0.275959466,-0.450173739,-0.076812388,8
-0.814449082,-0.086755992,-0.520598084,-0.469541366,-0.509946346,-0.881044758,0.171336038,-0.523026268,-0.448693711,1.253396653,-0.275959466,-0.491721817,-0.076812388,7
-0.091274635,-0.086755992,1.019891074,-0.052654273,1.193767063,3.34776692,0.429156189,-0.299576856,-0.51606712,-0.145436023,-0.275959466,0.285712265,-0.076812388,5
-0.85978374,-0.086755992,-0.982922001,0.056667625,-0.888388407,0.015536523,-0.054470968,-0.712109268,-0.580565425,0.544177556,-0.275959466,-0.373720771,-0.076812388,1
-0.444380659,-0.086755992,-0.6068216,-0.036401401,0.851714429,0.916227682,0.206272216,-0.661220429,-0.482650202,-0.435413174,-0.275959466,-0.617846801,-0.076812388,1
-0.545386426,-0.086755992,-1.129936361,0.077775802,-0.593880892,0.489451762,-0.81082626,-0.16486987,-0.442833468,-0.169682264,-0.275959466,-0.217785503,-0.076812388,10
-0.737088458,-0.086755992,-0.196476126,-0.280570491,-0.675331394,1.077296971,-0.445869778,-0.079454196,-0.524850975,-0.097327191,-0.275959466,-0.676379943,-0.076812388,10
-1.026813034,-0.086755992,-1.065481396,-0.416085203,-0.698210748,0.911751325,-0.472704813,-0.568784664,-0.461013541,-0.414283281,-0.275959466,-0.507779046,-0.076812388,10
-0.71336379,-0.086755992,0.315734657,0.593228284,-0.277106953,0.656903221,-0.554297826,-0.690848278,-0.60341151,-0.599801354,-0.275959466,-0.320039668,-0.076812388,8
-0.755662021,-0.086755992,0.675672596,-0.371377192,0.161452867,2.113270977,-0.587523571,-0.741585864,-0.594326431,-0.312825668,-0.275959466,-0.07881414,-0.076812388,5
-0.865105838,-0.086755992,-0.268703679,-0.546109139,-0.611157595,1.512796207,-0.460923578,-0.734036979,-0.602139338,-0.693229661,-0.275959466,0.051893689,-0.076812388,5
-0.859294071,-0.086755992,0.622215987,0.127866048,-0.490721258,1.157904753,0.232044807,-0.723162992,-0.578507704,-0.846990384,-0.272762285,0.226325844,-0.076812388,1
-0.702321533,-0.086755992,0.107423099,0.17815631,-0.859510197,0.645234038,0.611095182,-0.48735023,-0.46975396,-0.121288925,-0.275959466,-0.085012296,-0.076812388,1
-0.459006465,-0.086755992,0.023110254,0.380574488,-0.397183813,1.721271794,-0.489955907,-0.48735023,-0.385512965,-0.687562247,-0.275959466,-0.150104285,-0.076812388,5
-0.163883558,-0.086755992,0.514315737,-0.445498197,1.249149168,1.405563895,-0.489955907,-0.556918504,-0.490814209,-0.819115375,-0.275959466,-0.067008129,-0.076812388,5
-0.977829455,-0.086755992,0.66267676,-0.9523029,-0.480628087,1.53535492,-0.013825707,-0.341256855,-0.534083448,-0.437250961,-0.275959466,-0.288597879,-0.076812388,1
-0.960015979,-0.086755992,0.621631152,-0.144656823,-0.391979388,0.43835242,0.028903927,-0.556506857,-0.534702,-0.938448004,-0.275959466,-0.318427269,-0.076812388,8
-0.363804273,-0.086755992,0.946506332,-0.144360772,0.014205014,-0.205231836,-1.680281409,-0.669482554,-0.607008686,-0.232267629,-0.177965093,0.353248295,-0.076812388,8
-1.06048645,-0.086755992,0.303368974,-0.484924057,-0.164507952,-0.186759897,-0.731891985,-0.646326135,-0.575335385,-0.200255604,-0.275959466,-0.449385564,-0.076812388,8
-0.709059062,-0.086755992,-1.239631887,0.191953112,-0.303752,-0.54213669,-1.000095408,-0.615783966,-0.516524123,-0.32473734,-0.275959466,0.399913131,-0.076812388,2
-0.832994841,-0.086755992,0.163752716,-0.158954234,0.040334815,1.22783204,-0.728021008,-0.410289988,-0.445630402,-0.11433831,-0.275959466,-0.255359417,-0.076812388,5
-1.01750004,-0.086755992,-0.082607192,-0.108175767,-1.118339546,0.715139815,-0.517637896,-0.800967493,-0.616552354,-0.334349541,-0.275959466,-0.586198068,-0.076812388,10
-0.646478517,-0.086755992,0.999778027,-0.093104524,-0.210216258,0.66853494,-0.33636552,-0.559853145,-0.517741683,-0.404233842,-0.275959466,-0.588816251,-0.076812388,8
-0.805515737,-0.086755992,-0.387448174,0.217249659,-0.745494748,0.592258772,-0.445869778,-0.753731313,-0.447417333,-0.634660205,-0.275959466,-0.417858567,-0.076812388,10
-1.118851682,-0.086755992,-0.440809309,0.752562436,-0.14910624,1.223453428,-1.325716366,-0.616467124,-0.557864827,-0.366808396,-0.275959466,-0.362854019,-0.076812388,5
0.061784574,-0.086755992,-0.528220674,0.990258647,-0.04386121,0.12945149,-0.754472685,0.418622932,-0.217101884,-0.245666408,-0.275959466,-0.216786386,-0.076812388,4
-0.315709766,-0.086755992,-0.185645714,0.503098136,-1.016039883,-0.546553373,-1.115381171,-0.338780696,-0.422733466,-0.495376038,-0.275959466,-0.466057468,-0.076812388,2
-0.548553712,-0.086755992,-0.759211261,0.472616611,-0.220593431,0.051395421,-0.737004596,0.284463828,-0.428030826,-0.640709333,-0.275959466,1.00644788,-0.076812388,2
-0.149640654,-0.086755992,0.574157312,-0.898913259,-0.17780943,-0.592502147,-0.670308256,-0.609946069,-0.575751411,-0.367994979,-0.275959466,-0.570621198,-0.076812388,2
-0.755046861,-0.086755992,0.147695003,-0.372276098,0.45156052,-0.313860608,-0.664149883,-0.717591196,-0.619790722,-0.263605346,-0.275959466,-0.799335231,-0.076812388,8
-0.888864047,-0.086755992,-0.859197055,-0.675707791,-0.662844695,-0.202505091,-0.832931052,-0.731156644,-0.54812145,-0.4769231,-0.275959466,-0.58436386,-0.076812388,10
-0.635709699,-0.086755992,-0.26280861,-0.666230384,-0.325330478,-0.699155433,1.032553455,-0.753924903,-0.633382744,-0.414485381,-0.275959466,0.009002309,-0.076812388,1
-1.121669814,-0.086755992,-1.056478597,-0.457301207,-0.708818449,0.77786856,0.592158185,-0.758082708,-0.58306158,-0.023335834,-0.275959466,-0.500115369,-0.076812388,1
-0.901786571,-0.086755992,0.37067148,0.091418678,-0.300659084,1.409305618,-0.347116847,-0.694128545,-0.56142348,-0.424715588,-0.275959466,0.362875987,-0.076812388,5
-0.474297409,-0.086755992,-0.826322485,-0.286211109,0.014205014,-0.024596921,-0.243681666,-0.793487541,-0.573734813,-0.506381588,-0.275959466,-0.489174809,-0.076812388,1
-0.272356669,-0.086755992,0.75838459,0.553771805,0.945974965,-0.132075172,-0.62556261,0.103472053,-0.443458943,0.193301813,-0.275959466,-0.116795699,-0.076812388,6
-0.585875025,-0.086755992,-0.398491438,0.568739561,-0.018457237,0.983007217,0.61827818,-0.584229126,-0.584826104,-0.663910534,-0.275959466,-0.649636352,-0.076812388,1
-0.87944266,-0.086755992,-0.784432701,-0.308873174,-0.286881553,1.146194442,-0.468313625,-0.609946069,-0.50995989,-0.665067799,-0.275959466,-0.605874113,-0.076812388,5
-0.835908332,-0.086755992,-0.202712918,0.072432556,-0.185537212,2.042826136,-0.718864658,-0.513283965,-0.553258583,-0.30474604,-0.275959466,-0.467574216,-0.076812388,5
-0.682100148,-0.086755992,-0.432154862,0.445195778,0.342037236,0.16178737,-0.445869778,-0.745406904,-0.551654928,-0.002014741,-0.275959466,-0.547119255,-0.076812388,8
-1.239330377,-0.086755992,-0.316186293,-0.312293977,-0.035441607,0.659557822,3.652376839,-0.536797218,-0.580722326,-0.437250961,-0.275959466,-0.614334813,-0.076812388,1
-0.36441072,-0.086755992,-0.241264838,0.084084246,-0.732001795,-0.969890697,-1.680281409,-0.418193602,-0.500681598,-0.649295864,-0.275959466,-0.333341964,-0.076812388,2
-0.936323538,-0.086755992,-0.161943807,0.039031996,-0.633722893,-0.192826313,-1.292733571,-0.314860735,-0.524920236,-0.571260474,-0.275959466,0.171329684,-0.076812388,2
-0.276291379,-0.086755992,-0.499402075,0.846148993,-0.739168544,1.745615998,2.690749941,-0.57946459,-0.491504709,0.292350794,-0.275959466,-0.727236607,-0.076812388,1
0.681348749,-0.086755992,1.530987348,0.279709985,1.551005794,-0.010774297,0.028903927,-0.052239783,-0.28315721,0.110313737,-0.275959466,-0.079792153,-0.076812388,6
-0.881288449,-0.086755992,-1.059119453,-0.586603373,-0.489128647,-0.611009068,0.669848428,-0.732279951,-0.635732285,-0.809935942,-0.275959466,-0.288597879,-0.076812388,1
-0.811831598,-0.086755992,-0.298752843,-0.352343083,-0.513415962,-0.195461919,-0.18474424,-0.596848223,-0.429548031,0.124093952,-0.275959466,-0.437744827,-0.076812388,1
-0.832904748,-0.086755992,0.520899449,-0.312156079,-0.533108379,0.344987609,-1.004691259,-0.490387514,-0.468667314,-0.507650274,-0.275959466,-0.540132191,-0.076812388,8
-0.575219192,-0.086755992,-0.661172222,0.091922468,-0.833641146,0.184001304,0.000178123,-0.653558594,-0.520771568,0.934353785,-0.275959466,-0.298373898,-0.076812388,1
-0.774434128,-0.086755992,1.363866328,-0.746923616,-0.14910624,2.048672578,1.097144762,-0.754920514,-0.563567796,-0.483662445,-0.275959466,-0.122405566,-0.076812388,1
0.108190041,-0.086755992,-0.878131973,-0.199031375,0.482363944,-1.022358772,0.242552094,0.382870664,-0.142951917,0.438212256,-0.275959466,-0.020133374,-0.076812388,2
0.216777856,-0.086755992,1.682038049,2.472783398,0.713792807,0.202482329,1.809678177,0.326960005,-0.371028405,0.044699664,-0.275959466,0.290029807,-0.076812388,4
-0.430366306,-0.086755992,0.37073981,0.263402802,-0.389242789,0.264601805,-0.272008984,-0.408209723,-0.432945715,-0.507582898,-0.275959466,-0.403293983,-0.076812388,8
-0.715369216,-0.086755992,0.029456806,-0.374789236,-0.984276484,1.893647553,-0.963526268,-0.55018609,-0.475374144,-0.466793132,-0.275959466,-0.376161571,-0.076812388,5
-0.251305596,-0.086755992,0.247975808,-0.396792605,-0.229719455,-0.260299063,-0.971151323,-0.630813446,-0.59208264,-0.611719729,-0.275959466,2.211358828,-0.076812388,2
-0.649044625,-0.086755992,0.624115965,-0.718884042,0.51173465,0.762727139,-0.905185733,-0.618024089,-0.513699976,-0.296541272,-0.275959466,0.063111434,-0.076812388,5
-0.64192035,-0.086755992,-0.386833455,0.618222236,-0.660296389,-0.660179149,-0.357697518,-0.41243055,-0.522723677,-0.695707674,-0.275959466,-0.602516693,-0.076812388,2
-0.73527193,-0.086755992,0.210857555,-0.171112159,-0.678726395,0.47491082,-0.246771127,-0.052332735,-0.25402537,-0.568813553,-0.275959466,-0.201034188,-0.076812388,8
-0.517669637,-0.086755992,-0.555495913,-0.268759811,-0.289432948,0.795368518,-1.063075593,-0.716271473,-0.474221286,-0.640995538,-0.275959466,-0.374771671,-0.076812388,5
-0.522581883,-0.086755992,-0.69191628,0.426398627,-1.227463016,0.10675419,-0.398392407,-0.618747821,-0.594083066,-0.552911817,-0.275959466,-0.592857652,-0.076812388,10
-1.159863121,-0.086755992,-0.323570776,-0.411006191,-0.34241344,-0.440241548,0.020183593,-0.579088613,-0.513242007,-0.160204294,-0.275959466,-0.478531951,-0.076812388,1
-0.885353243,-0.086755992,-0.177043543,-0.475963423,0.265296068,0.270257827,-0.378362892,-0.655919509,-0.497395537,-0.595296979,-0.275959466,-0.470370722,-0.076812388,8
-0.439465941,-0.086755992,-0.71341843,-0.372039987,-0.419736319,0.525674287,-0.192374532,-0.67598728,-0.558781376,0.13248228,-0.275959466,-0.704078662,-0.076812388,1
-0.164762952,-0.086755992,0.045603751,1.661252889,0.008761306,-0.317187851,0.055609948,-0.110410592,-0.486506431,0.155842606,-0.275959466,-0.118943227,-0.076812388,4
-0.58977626,-0.086755992,0.284561669,1.489032737,-0.804863739,0.900071475,0.028903927,-0.726516899,-0.608928332,-0.360880226,-0.275959466,0.36764869,-0.076812388,5
0.015762776,-0.086755992,-0.580058123,1.459290266,-0.527988351,0.418099743,-0.430439632,-0.202655447,-0.373259729,0.368024968,-0.275959466,-0.501878014,-0.076812388,4
-0.062925148,-0.086755992,-0.762796764,0.577020732,-0.316753192,0.411979087,-0.058067893,-0.757856683,-0.554079671,0.165284893,-0.275959466,-0.401843969,-0.076812388,1
-0.323391024,-0.086755992,-1.206804168,-0.532167496,-1.048951253,0.299416959,-0.847053558,-0.757061076,-0.562227598,1.634715758,-0.275959466,-0.637601737,-0.076812388,7
-0.364697477,-0.086755992,-0.189598498,0.853648452,0.903344067,0.507377087,-0.034399234,-0.012858926,-0.452381028,-0.354372197,-0.275959466,-0.561481554,-0.076812388,8
-0.496373872,-0.086755992,-0.104871071,1.667680931,0.772498893,-0.585597504,0.121292323,0.330691677,-0.431721324,-0.283119911,-0.275959466,0.141106569,-0.076812388,4
-0.764487993,-0.086755992,0.074029381,0.071753131,-0.530714121,-0.813392398,-1.200725811,-0.684620753,-0.562025123,-0.332459216,-0.275959466,-0.414138835,-0.076812388,2
-0.644441281,-0.086755992,-0.296189661,-0.070576605,0.911763669,0.132442559,-1.346990269,-0.644681557,-0.503526941,-0.214530176,-0.275959466,-0.66086866,-0.076812388,8
-0.440902559,-0.086755992,-0.667048723,-0.011012817,-0.622708878,0.66891213,-1.085118658,-0.519458664,-0.598987306,-0.065653937,-0.275959466,-0.288597879,-0.076812388,10
-0.5770617,-0.086755992,-0.119593896,0.58182737,-0.828623069,0.911158207,0.131083485,-0.318780951,-0.586875581,-0.376837099,-0.275959466,-0.364468283,-0.076812388,1
-0.618221745,-0.086755992,-0.664047835,0.564719857,-0.359596302,-0.673690928,-0.013825707,-0.667157461,-0.585010959,-0.117393356,-0.275959466,1.004008999,-0.076812388,2
-0.345309516,-0.086755992,0.648023206,0.775733756,-0.005590289,2.299538114,-1.427788121,0.394658725,-0.378376847,-0.275839357,-0.275959466,-0.07708039,-0.076812388,5
-0.093515492,-0.086755992,-0.552005727,1.676351769,-0.527988351,2.412640204,0.289166239,-0.330018903,-0.599143952,0.039211373,-0.275959466,-0.225142633,-0.076812388,5
-0.847865832,-0.086755992,0.304278985,-0.003610051,-0.196466504,-0.756450571,-0.430439632,-0.69525234,-0.626557086,-0.449215825,-0.275959466,-0.695769046,-0.076812388,8
-1.178861416,-0.086755992,-1.126139393,-0.570563878,-0.501554715,-0.238510144,-1.292733571,-0.403718959,-0.375316777,-0.472218197,-0.275959466,0.009002309,-0.076812388,2
0.839835529,-0.086755992,5.190502052,0.906639035,0.524461956,-1.015642858,0.541659527,-0.312537644,-0.556420075,-0.267750928,-0.275959466,4.597456121,-0.076812388,6
