ZScoreNorm_Cell_CD107a,ZScoreNorm_Cell_CD3,ZScoreNorm_Cell_CD45,ZScoreNorm_Cell_CD68,ZScoreNorm_Cell_CD86,ZScoreNorm_Cell_FerritinHC,ZScoreNorm_Cell_HLADR,ZScoreNorm_Cell_Mac2,ZScoreNorm_Cell_MerTK,ZScoreNorm_Cell_PLP,ZScoreNorm_Cell_S100B,ZScoreNorm_Cell_TIM3,ZScoreNorm_Cell_Vimentin,Phenograph3894194161
0.82105947,2.70E-05,-0.507248954,2.086898265,1.788191603,2.197792446,2.13751667,-0.49045004,-0.306195569,-0.561881034,-0.765061825,0.560009009,-0.146125298,1
-0.05897388,-0.075558184,-0.616707011,1.411914478,0.392555227,1.354130661,3.432645247,-0.914708915,-0.323978756,-0.676700661,-0.766046861,-0.025776608,-0.146125298,1
-0.598242975,-0.075558184,-0.616707011,-1.71392887,-0.52382728,0.293248413,-1.4049663,-1.237244902,-0.958923556,2.221520229,1.264855434,-1.153370253,-0.146125298,10
-0.065627686,-0.075558184,0.063777256,-0.284583536,1.330516653,0.720824956,2.254017244,0.872780108,0.817345947,1.59711982,0.114479223,0.60467364,-0.146125298,1
0.447479101,-0.075558184,-0.616707011,1.102795157,1.28422982,-0.476784293,0.346212738,-0.340022902,0.624062313,0.230363185,-0.766046861,-0.19332935,-0.146125298,1
-0.072582467,-0.075558184,-0.262412756,1.622426167,1.09337228,1.145059677,2.794329622,-1.19935133,0.063421484,-0.632267102,-0.764145915,-0.323595123,-0.146125298,1
0.730081323,-0.075558184,-0.616707011,1.431851379,0.650194536,-0.317024504,2.761417762,-0.979660197,0.444779622,-0.252397825,-0.59963232,-0.101653256,-0.146125298,1
0.591171168,-0.075558184,-0.616707011,-0.127110505,0.085254164,2.954359727,4.407662749,-0.276189518,0.431628035,0.522919173,0.79176038,-1.077349955,-0.146125298,5
1.042573984,-0.075558184,-0.597523541,2.231725447,0.16551429,0.097756329,-0.029299666,1.037895348,1.59673724,-0.508694421,-0.766046861,-0.289810096,-0.146125298,1
-0.533117102,-0.075558184,1.153482965,-1.697068369,-0.446995814,0.479370505,0.01527775,-0.93661059,-1.01763643,-0.565025315,1.359856902,-0.161834853,-0.146125298,6
-0.227904013,-0.075558184,-0.474845329,0.802014864,-0.032639195,2.366018792,1.904405001,-0.370697552,0.04753599,-0.639730551,-0.766046861,1.402754644,-0.146125298,5
-0.438209265,-0.075558184,-0.616707011,-1.718397472,-0.388700142,-0.348641946,2.76331098,-1.027485645,-0.975606985,-0.339555435,2.162624047,-0.667996414,-0.146125298,6
0.46196571,-0.075558184,-0.616707011,1.406311474,1.055977421,-0.723596282,0.360745556,-1.077796624,-0.549673135,-0.677532438,-0.747625409,0.901311021,-0.146125298,2
0.303051497,-0.075558184,-0.616707011,1.183588403,0.769267049,-0.643538722,-0.387221802,-1.190676898,0.707549579,-0.684511247,-0.766046861,-0.346922135,-0.146125298,1
0.100427154,-0.075558184,1.090059198,0.921807862,0.723906714,0.411659079,-0.208665721,-0.411209872,0.162346622,-0.598924473,-0.766046861,-0.034237642,-0.146125298,3
2.84627599,-0.075558184,-0.616707011,1.60189393,0.240846348,-0.619754864,2.102745972,-0.610278525,-0.06368826,-0.426004503,-0.766046861,1.191373106,-0.146125298,1
0.082599869,-0.075558184,-0.616707011,0.813096277,-0.195769547,-0.029016499,-0.368872785,-1.252032638,-0.492487798,0.837668343,-0.717675988,-1.548694014,-0.146125298,9
-0.368653929,-0.075558184,-0.23951138,-1.332825868,0.520819539,-0.076700469,3.040619849,-0.636868617,-0.288479451,-0.508187257,1.593422185,-0.460594455,-0.146125298,6
0.775804892,-0.075558184,-0.56064417,1.805726773,1.879495652,-0.263125181,-0.36083726,0.023404386,0.31220443,0.154689001,-0.286846107,0.169016257,-0.146125298,1
0.001429185,-0.075558184,-0.606155315,-0.608702453,2.173241844,4.171708211,6.486081437,-1.104259913,-0.46987726,0.702000488,1.247143698,-1.095964426,-0.146125298,10
-0.558570484,-0.075558184,-0.616707011,-1.600195955,0.008665258,3.461623843,0.938119106,-1.521446694,-0.808578697,0.747292582,1.614370401,-1.582087403,-0.146125298,10
0.744836154,-0.075558184,-0.616707011,0.696084218,1.611402058,-0.041289889,0.420814536,-0.767364607,0.235816923,-0.40338799,-0.535767334,1.607015012,-0.146125298,1
-0.551503821,-0.075558184,-0.616707011,-1.734386577,0.387326618,0.777113458,-0.764421524,-1.001357415,-0.925847687,-0.633573206,1.285290611,0.214375753,-0.146125298,8
1.213142755,-0.075558184,-0.474677841,0.944659236,1.077876465,0.443881785,-0.776810751,-0.376519476,0.76359897,-0.606944685,-0.766046861,-0.1685062,-0.146125298,1
-0.437427698,-0.075558184,-0.507226193,1.518161969,-1.322096517,-1.285407276,0.420814536,-1.096497348,-0.678279819,-0.593528246,-0.766046861,-2.051634759,-0.146125298,2
0.633544754,-0.075558184,-0.616707011,1.150640611,1.602712968,0.201810689,-0.634963078,-0.103732828,0.447781385,0.112130843,-0.690527435,-0.39454691,-0.146125298,1
1.423039457,-0.075558184,-0.616707011,1.257414596,1.492741683,0.016273824,0.493085027,0.01561133,1.345111406,1.368870246,-0.766046861,0.122409009,-0.146125298,1
1.81788387,-0.075558184,-0.597726749,1.054714885,1.388842887,0.709683617,1.968191457,-0.269925349,0.442181187,-0.414198683,-0.712389264,0.485259615,-0.146125298,1
-0.474817447,-0.075558184,-0.616707011,-1.719110036,-0.099805444,0.924877541,-1.056715511,-1.079355018,-1.059153462,-0.62936465,1.700738665,-0.191445751,-0.146125298,8
-0.446724027,-0.075558184,-0.504501412,-1.655905991,-0.249422652,0.34452659,-0.19478447,-0.696920728,-0.872826788,-0.514301648,1.813613607,-0.040635834,-0.146125298,6
0.041310643,-0.075558184,-0.616707011,1.03606981,0.162496435,-0.200149669,-0.735513327,0.528595564,0.426253744,-0.673564855,-0.766046861,-0.740326633,-0.146125298,2
0.07604352,-0.075558184,-0.616707011,1.570510437,-0.419416979,0.007918292,3.141585977,-1.326406249,-0.39822567,-0.645437895,-0.766046861,-0.260141731,-0.146125298,1
0.832248754,-0.075558184,-0.612857769,0.853113586,1.244864749,-0.495107644,0.257086697,-0.619546141,1.805825265,0.273320098,-0.766046861,-0.804815744,-0.146125298,1
-0.467387742,-0.075558184,-0.616707011,-1.654824442,-0.250900997,0.712664611,-1.444230404,-0.525823643,-0.610705463,-0.503943925,1.421686322,-0.617139228,-0.146125298,8
1.018778379,-0.075558184,-0.616707011,1.646597921,1.017406266,-0.347174039,0.806257156,-0.719366082,-0.191607943,0.84052023,-0.7328475,-0.678042277,-0.146125298,1
-0.108478442,-0.075558184,-0.575600491,1.33630915,0.767808466,-0.133398895,-1.25141345,-1.022126008,0.300272462,-0.680033178,-0.761197453,0.47511663,-0.146125298,2
1.56913735,-0.075558184,-0.616707011,1.219966741,0.448643941,0.144700437,1.387925111,-1.055355756,0.118092342,-0.599020828,-0.766046861,-0.351757188,-0.146125298,1
0.416040052,-0.075558184,-0.616707011,0.666086372,0.813567173,-0.493363043,1.360330924,-1.289348564,-0.618768313,-0.67891366,-0.766046861,-0.435960505,-0.146125298,1
-0.423175606,-0.075558184,-0.399747011,-1.577540168,-0.221037406,0.090214865,1.577142398,-0.775834935,-0.907124067,0.126809596,2.365208756,-0.079078754,-0.146125298,6
0.191582919,-0.075558184,-0.568112095,1.243112317,1.788191603,-0.704276949,0.865556021,-1.088585504,-0.51714097,-0.684511247,-0.762258261,0.73383626,-0.146125298,1
-0.558570484,-0.075558184,-0.616707011,-1.729776899,-0.434593558,3.196240216,1.406536648,-1.140336751,-1.159054745,-0.202935239,1.544750708,-1.358320176,-0.146125298,10
0.322683898,-0.075558184,-0.616707011,0.806941102,-0.022657833,0.133828576,3.250416834,-1.156999691,-0.835110143,0.151570687,-0.766046861,0.673436641,-0.146125298,1
0.430762265,-0.075558184,-0.616707011,1.358107715,0.868213398,-0.188900928,-1.217316603,-0.779364238,0.131076671,-0.563230196,-0.766046861,-1.125711082,-0.146125298,1
1.440285478,-0.075558184,-0.525402545,1.475188465,0.561684719,0.083369219,0.232026313,1.959735254,3.94661441,-0.159480435,-0.755593418,0.064762216,-0.146125298,1
0.516219579,-0.075558184,-0.616707011,0.392510499,0.836986984,-0.690823304,0.125009733,-1.015170944,-0.204402148,-0.684511247,-0.766046861,1.220815797,-0.146125298,2
0.836165534,-0.075558184,-0.478532251,0.939460018,-0.227998093,0.131947982,1.029408147,0.07008334,0.228800829,-0.476516699,-0.766046861,-0.171469683,-0.146125298,1
-0.632847812,-0.075558184,-0.616707011,-1.740544032,-0.763081835,2.812609539,2.159526504,-1.572478549,-0.914588283,-0.400791218,2.170798431,-1.781657407,-0.146125298,10
-0.563129621,-0.075558184,-0.616707011,-1.745095357,-0.649793257,1.245850522,-0.437106137,0.101253859,-1.053010338,-0.45844096,1.955830037,-0.667996414,-0.146125298,8
-0.411265407,-0.075558184,-0.616707011,-1.259702037,-0.635492382,-0.296877854,1.528283474,-1.189210797,-1.005509287,-0.651714118,1.8608083,-0.392937834,-0.146125298,6
1.229838716,-0.075558184,-0.616707011,0.447587036,0.707277263,-0.640704782,-0.95788407,-0.839362394,-0.583061409,-0.004189136,-0.766046861,1.663609931,-0.146125298,1
-0.42494632,-0.075558184,-0.616707011,-1.698068298,0.080740005,0.880981709,-1.008827185,-1.055355756,-0.941428881,-0.511902019,1.30467791,-0.179767434,-0.146125298,8
0.269934774,-0.075558184,-0.616707011,1.052918404,-0.248400105,-0.506216768,0.620181408,-0.355239342,-0.61261195,-0.575647831,-0.766046861,0.179038777,-0.146125298,2
0.410571801,-0.075558184,-0.592739588,-0.504395575,1.383003142,1.352373451,0.28866278,0.425741582,-0.166820928,1.073450929,0.600338792,0.991400892,-0.146125298,5
0.135625185,-0.075558184,-0.616707011,0.625105588,-0.502075134,0.902416068,0.913954359,-0.807598664,0.021855553,0.2489687,-0.366238132,-0.546088749,-0.146125298,5
2.844440493,-0.075558184,-0.616707011,1.039234801,0.472002921,0.693154854,-0.089771793,-0.685081421,1.587176392,0.055242586,-0.766046861,-0.327187223,-0.146125298,1
0.160210044,-0.075558184,2.309093878,0.646451536,1.832663507,2.383059902,1.081573314,0.178892026,2.379591424,-0.601986822,-0.766046861,1.486895184,-0.146125298,3
-0.400803135,-0.075558184,-0.408617763,-1.057822202,1.738922019,2.47174413,0.407368863,-0.864477901,-0.343908191,-0.566050685,1.035767247,0.065884599,-0.146125298,5
-0.426984355,-0.075558184,-0.616707011,-1.500699265,0.061710491,1.662470962,4.687265614,-1.249004977,-0.61261195,-0.452886958,1.476778213,-0.473336152,-0.146125298,6
-0.130750917,-0.075558184,-0.363957467,0.342854036,0.988899269,2.551219327,0.545822953,-0.751797518,0.042291937,-0.643966563,-0.766046861,0.323031442,3.22262084,11
0.146542653,-0.075558184,-0.616707011,1.491302115,0.898753517,0.317418582,-0.367013239,-0.495197147,-0.159287164,-0.664827425,-0.766046861,0.277611912,-0.146125298,2
0.705235533,-0.075558184,-0.614005369,0.643292916,1.162827828,0.076647228,2.230719016,-0.291553143,0.398102214,-0.510255931,0.324059647,-0.211755867,-0.146125298,1
0.200590972,-0.075558184,-0.606054823,0.36151809,1.864782105,4.019407464,1.973597665,-0.993643367,0.616690565,-0.608384064,-0.377942677,0.4959066,-0.146125298,5
1.016722279,-0.075558184,-0.616707011,1.684847094,1.353488755,-0.761904258,-1.029283108,-0.191382309,0.598161577,0.415883583,-0.766046861,-0.299075642,-0.146125298,1
0.182289294,-0.075558184,0.343421628,1.479214415,3.393523739,0.124160661,4.318758459,-0.107771975,0.88207349,-0.126558222,0.150672127,1.82400567,-0.146125298,1
0.344231704,-0.075558184,-0.568835572,0.587775797,0.30932431,1.633362426,0.232026313,-0.641001143,-0.163323109,0.340418354,0.759050204,-0.482212002,-0.146125298,5
-0.537632225,-0.075558184,-0.616378239,-1.71750935,-0.370434368,0.237600196,0.053726325,-0.890789385,-0.85964822,-0.551827704,2.251081927,-0.249837334,-0.146125298,6
-0.403211797,-0.075558184,-0.599630985,-1.684340948,0.056088257,0.826841693,-0.673724815,-0.864094458,-0.969023058,-0.361133092,1.174398867,-0.343442162,-0.146125298,8
-0.401995413,-0.075558184,-0.615488623,-1.655729953,-0.507585678,0.933610057,0.590862751,-0.564076737,-0.700684151,-0.464559006,2.569941729,-0.337424709,-0.146125298,6
-0.318093014,-0.075558184,-0.472955473,-1.314268014,0.081960251,0.933797499,-0.442116705,-0.629816595,-0.928405793,-0.679832667,0.958207201,0.07436668,-0.146125298,8
-0.43590389,-0.075558184,-0.58348871,-1.713220721,-0.308374325,0.359957101,0.224456974,-0.818985662,-1.051967166,-0.479336801,2.000107695,-0.153986999,-0.146125298,6
-0.471242622,-0.075558184,-0.616707011,-1.613464795,-0.06781741,0.045564506,0.53362701,-0.795461304,-0.631831814,-0.495922626,2.264660653,0.066331726,-0.146125298,6
2.003547661,-0.075558184,-0.616707011,2.438685834,2.177320766,0.738811228,0.109495496,-0.673213654,0.51561256,0.178378316,-0.766046861,0.18809954,-0.146125298,1
-0.472723621,-0.075558184,-0.616707011,-1.562723066,1.294974393,1.02144837,0.626383933,-0.671367557,-0.449755634,-0.468237072,2.013797699,0.123868799,-0.146125298,6
0.016857748,-0.075558184,-0.267182102,0.253548998,0.034022045,2.034775248,0.833788772,-0.607940935,0.886022641,-0.626136412,-0.766046861,-0.112200031,-0.146125298,5
0.345962315,-0.075558184,-0.589090228,0.948192178,1.136760561,0.439880774,2.34802764,1.200574912,1.492699943,-0.43224666,-0.47972973,0.485896615,-0.129358603,1
-0.207147268,-0.075558184,-0.583958731,-1.390850547,0.016660641,0.734172178,-0.579252805,0.123851246,-0.976802404,-0.243966023,0.972142342,-0.443949894,-0.146125298,8
-0.014437472,-0.075558184,-0.544471863,0.187891596,1.019661507,0.372158758,4.569140742,-0.542371521,-0.004609564,-0.429821039,0.345443136,0.352325868,-0.146125298,1
2.402310261,-0.075558184,-0.60821336,2.0510397,0.570102234,0.399820654,-0.743832232,1.219567134,0.039625895,-0.36653609,-0.766046861,0.564284164,-0.146125298,1
0.19049574,-0.075558184,-0.616707011,-0.330325319,1.623892623,1.006450048,3.051460423,0.024611053,0.57384228,-0.424783211,0.591086489,0.805590533,-0.146125298,1
1.386120675,-0.075558184,-0.616109532,1.77863395,0.76132298,0.354596947,0.076139884,-0.901668171,0.801267792,-0.11420325,-0.766046861,-0.655771129,-0.146125298,1
1.07397277,-0.075558184,-0.616707011,1.598890417,0.515801008,0.758012617,-0.546725105,-0.023877252,0.378838862,-0.539202459,-0.766046861,-0.932661358,-0.146125298,1
0.216817437,-0.075558184,-0.61157637,1.199637101,0.496647716,0.593761707,1.036108261,-0.730374918,0.069490451,-0.593717359,-0.661398083,0.306221963,-0.146125298,1
0.437352935,-0.075558184,-0.606082419,2.134079905,5.083132145,0.137576641,1.667012439,-0.733044418,0.247262866,-0.472441009,0.382209095,-0.41502803,-0.146125298,1
-0.526810203,-0.075558184,-0.616707011,-1.734784163,-0.337687567,0.656095982,-0.176838068,-0.948572521,-1.131904607,-0.419349149,1.53406754,-0.009710149,-0.146125298,6
-0.399321752,-0.075558184,-0.467926455,-1.204613658,1.77114056,0.40268459,2.310026255,-0.884994794,-0.570991469,-0.552061302,0.96928135,1.605534662,-0.146125298,5
0.357478358,-0.075558184,0.357935287,0.472628528,3.12692403,2.46679689,3.375874629,0.320601956,0.908693691,-0.674559982,-0.60661696,0.801211164,-0.146125298,1
-0.436635915,-0.075558184,-0.616707011,-1.738459498,-0.507585678,0.417086205,-0.123339753,-1.156999691,-0.969536134,-0.560705794,1.343861624,-0.22922854,-0.146125298,6
-0.371453224,-0.075558184,-0.616707011,-1.719583478,0.599490312,1.125526983,-1.012380562,-0.580778792,-0.812390257,-0.490882041,1.055021103,0.184398665,-0.146125298,8
-0.178192108,-0.075558184,-0.288374147,0.442082114,0.934135828,0.881259971,1.876931103,-1.279348872,-0.382044764,-0.618169476,-0.766046861,0.061584443,-0.146125298,1
-0.399570578,-0.075558184,-0.616707011,-0.905198996,0.661338403,0.787185673,-0.265755133,-0.771864468,-0.9579839,-0.684511247,0.161733922,0.746469055,-0.146125298,5
0.05521963,-0.075558184,-0.582087401,2.075131908,0.162496435,-0.082087075,0.090435146,1.351427418,-0.460637738,-0.372325824,-0.766046861,0.045457244,-0.146125298,2
-0.468764981,-0.075558184,-0.616707011,-1.514985124,-0.181774782,0.268509639,2.191441575,-0.321878298,-0.725889025,-0.434485695,2.297415102,-0.123930483,-0.146125298,6
-0.412225417,-0.075558184,-0.616707011,-1.500974071,0.047689534,0.947427124,2.536648497,0.225285737,-0.759316764,-0.345003702,2.1770451,-0.421284961,-0.146125298,6
-0.122562027,-0.075558184,-0.092394264,-0.164091192,1.255788305,2.404318886,1.645161684,-0.22526362,0.061063134,-0.61368165,0.334875728,0.759993576,-0.146125298,5
0.089092564,-0.075558184,-0.616103731,0.133667842,1.306292705,-0.49566149,3.36215337,-0.283651317,-0.142098478,0.175017256,-0.714595466,-0.222625722,-0.146125298,1
-0.523237171,-0.075558184,-0.616707011,-1.718449753,-0.230956384,0.737857645,-0.851146113,-0.731365713,-1.054392541,-0.655963554,1.107245354,-0.179767434,-0.146125298,8
-0.465011854,-0.075558184,-0.616707011,-1.697213335,-0.192165261,0.139621175,0.990835313,-0.702465193,-0.957229529,-0.649191262,1.44431843,-0.037653834,-0.146125298,6
-0.156886511,-0.075558184,-0.604170445,-0.665311401,1.704752601,0.984846665,1.455423676,-0.744628463,-0.35754412,-0.262629954,0.265994366,0.976385914,-0.146125298,5
-0.215332591,-0.075558184,-0.307793567,0.631325058,2.282323873,0.716016065,3.06384965,0.425741582,1.742988336,-0.223270079,-0.754789307,1.21662557,-0.146125298,1
-0.184228363,-0.075558184,-0.606630617,0.309174749,0.158445441,1.398300864,4.046058645,-0.635044349,-0.17387959,-0.485216979,-0.747766013,-0.628593549,-0.146125298,5
1.084866562,-0.075558184,-0.607463377,1.257202521,0.948473025,-0.092644408,1.405126683,0.044246813,0.373057343,0.125057119,-0.525160785,-0.174555623,-0.146125298,1
-0.404580525,-0.075558184,-0.392269126,-1.606154202,-0.337499046,0.791946173,-0.49389258,-0.823243486,-0.851662597,-0.573227876,1.046860442,-0.160942685,-0.146125298,8
1.487934974,-0.075558184,-0.615464255,1.539685472,2.118519025,0.141169292,1.715901742,-0.364176998,0.685247821,-0.452547243,-0.574949877,1.365273858,0.040991013,1
-0.447357435,-0.075558184,-0.534196213,-1.674159639,0.302554582,1.462074891,-1.209418189,-1.140336751,-0.878082386,-0.376919254,0.787080394,0.967770762,-0.146125298,8
-0.47210779,-0.075558184,-0.616707011,-1.669352257,-0.168136186,0.245640798,1.454707683,-0.750423951,-0.71412675,-0.391592813,2.01963495,-0.105575775,-0.146125298,6
-0.492060719,-0.075558184,-0.616707011,-1.694393569,-0.192697467,0.44093022,0.381946372,-1.211451799,-0.907124067,-0.510844935,2.220681625,-0.317551943,-0.146125298,6
-0.343584695,-0.075558184,0.639175917,-1.548231227,0.821153872,1.733133633,-0.914662714,-0.519935591,-0.184753409,-0.526832741,0.71261704,0.894966664,-0.146125298,8
0.435870696,-0.075558184,-0.342327618,1.196996554,1.229762604,0.391002544,1.618937381,-0.071675144,0.253254511,-0.398022699,-0.750974624,-0.365916987,-0.146125298,1
-0.492230387,-0.075558184,-0.616707011,-1.70159233,-0.28716393,1.457955142,-0.759111855,-0.817322255,-0.880376038,-0.532805216,1.095671181,-0.0639376,-0.146125298,8
1.229602373,-0.075558184,-0.610628317,1.213197835,2.083328214,0.102398562,1.200078965,2.729223583,1.876057544,-0.384675283,-0.757267193,0.245221741,-0.146125298,1
-0.533990788,-0.075558184,-0.611303727,-1.734351345,-0.613004775,1.521117408,-0.986888949,-1.230654716,-0.49612286,-0.649465485,1.421875132,-0.508791312,-0.146125298,8
-0.163219366,-0.075558184,-0.337087084,-1.213742272,0.669883469,0.511368916,-0.204227552,-0.489102888,-0.814673759,-0.281182412,1.082093657,0.40825159,-0.146125298,6
0.254531916,-0.075558184,-0.447170649,0.950299747,0.073674635,-0.592044606,-0.350070706,-1.172685483,-0.424364058,-0.427436882,-0.766046861,0.567644831,-0.146125298,2
-0.133622189,-0.075558184,-0.52495998,1.347486388,-0.73984215,0.049501215,0.715716943,0.255100614,0.377430344,-0.399297285,-0.766046861,-0.247485995,-0.146125298,5
1.264340004,-0.075558184,-0.143699152,2.214313142,1.639951922,0.25034346,-0.688316271,2.841340812,1.148359078,0.326253032,-0.60582774,2.638758538,-0.146125298,1
-0.497832228,-0.075558184,-0.606436306,-1.725499549,0.586143391,0.751210427,-1.203778329,-0.848287739,-0.816779326,-0.684511247,1.248311057,-0.513323321,-0.146125298,8
-0.362878292,-0.075558184,-0.616707011,-1.595364737,-0.344812695,-0.210533123,1.013803183,-0.368607631,-0.736875764,-0.065619065,1.863578306,-0.35763718,-0.146125298,6
1.128483372,-0.075558184,-0.569907051,0.800115603,2.018056931,0.286402722,0.567185151,2.482560828,1.987835678,0.234910129,-0.766046861,1.209213112,-0.146125298,1
0.990287049,-0.075558184,-0.583084523,2.417820418,0.521300768,-0.264170324,1.14945949,-0.439922615,0.637821226,0.009589539,-0.451442555,0.34287723,-0.146125298,1
-0.527734138,-0.075558184,-0.616707011,-1.742858387,-0.430237683,0.642817257,-0.693465041,-1.173170317,-0.879104103,-0.646651204,1.052150499,-0.58107686,-0.146125298,8
1.543960109,-0.075558184,-0.437275497,1.497620267,0.849617893,0.524237309,0.212935369,2.254924531,0.177616007,-0.542118697,-0.760734308,0.415433064,-0.146125298,1
-0.43151332,-0.075558184,-0.566808505,-1.488283917,-0.128193094,0.627206758,0.315693821,-1.046628751,-0.782154449,-0.491592391,1.207209096,-0.074662584,-0.146125298,6
