CD107a,CD45,CD86,FerritinHC,HLADR,Mac2,MerTK,PLP,S100B,TIM3,Vimentin
-0.183873028,-0.287232369,0.026552605,-0.020063028,-0.601056576,1.496379733,-0.961720645,0.455834389,1.123389602,-0.062441088,-0.146125302
-0.394782424,0.785748065,-0.182103097,-0.488012761,-0.33566165,1.10861516,-0.639124572,0.224495023,0.011118926,-0.668947041,-0.146125302
-0.302076817,0.698542297,-0.66188091,-0.670607269,-0.350070715,1.840555191,-0.551321924,0.470664859,-0.111909993,-0.016271001,-0.146125302
-0.342413753,-0.611589789,0.003792777,-0.031459056,-0.585870922,0.92670095,-0.754454553,0.092038706,0.320042253,-0.031384118,-0.146125302
-0.066657357,0.011933461,-0.316362649,-0.321110159,-0.810599566,0.212553322,-0.327084631,-0.499572784,-0.00206829,-0.081487574,-0.146125302
-0.407142013,0.627712607,-0.327312171,-0.15528588,-0.095403261,0.08632344,-0.430031806,-0.56576246,0.677206755,-0.027740777,-0.146125302
-0.414667547,-0.616707027,-0.491555005,0.126669064,-0.630392611,0.908220232,-0.9414289,-0.635659575,0.586855292,-0.409087092,-0.146125302
-0.228792906,1.151260257,0.007256547,-0.515376806,0.007840299,0.960582316,-0.419829845,0.995297968,0.945570469,0.037949756,-0.146125302
-0.270361513,0.34216395,-0.463501334,-0.701036036,0.148737386,1.722911835,-0.835110128,0.653641284,0.886495888,-0.476534069,-0.146125302
-0.558570504,-0.483732194,-0.601926208,-0.173703656,-1.059285164,1.104577899,-0.343111008,-0.441799879,1.192598701,0.135547116,-0.146125302
-0.374222755,-0.596894979,-0.221995756,-0.288662404,0.01861354,1.586650014,-0.943235397,0.305207044,0.823144555,-0.097511463,-0.146125302
-0.356167316,1.546607614,-0.509218454,-0.191069052,-0.178762868,1.493899226,-0.678279817,0.588145077,1.357252955,-0.171981886,-0.146125302
-0.338090628,1.445023894,0.387326628,-0.059655182,0.050789621,0.5861938,-0.411668271,-0.274320066,0.647676826,0.955364943,-0.146125302
-0.298978806,-0.473409712,-0.516582489,-0.199981004,-0.334338367,1.078129649,-0.670506895,0.424953341,0.731609941,-0.643086791,-0.146125302
-0.30504486,0.797087193,-0.658017814,-0.197338074,-0.246756196,1.821586728,-0.45054093,0.322823584,0.385734409,-0.394311368,-0.146125302
-0.153911069,0.871328831,-0.074166916,-1.042681575,1.613658071,2.718843937,-0.429709643,0.569348216,1.507416248,0.052569602,-0.146125302
-0.196757361,0.411051571,0.387326628,0.168441758,-1.198044419,0.240604416,-0.823011816,1.538402438,0.756030738,0.32473585,-0.146125302
-0.134570733,0.704341829,-0.377095997,-0.03816779,-0.920525789,1.882153988,-0.548782766,-0.319996387,1.279675961,0.576987505,-0.146125302
-0.303772509,-0.053966437,-0.065500371,-0.566925228,-0.035202086,1.061987638,-0.233033165,0.178305537,0.586365938,-0.215295836,-0.146125302
-0.34723103,-0.607415378,-0.728419423,-0.270203829,0.183064878,1.229732871,-0.575052381,0.495690256,1.746439338,0.509798944,-0.146125302
-0.202620074,0.103630744,0.170823485,-0.179335669,0.035371915,2.560533047,0.464341104,-0.679535627,0.961414397,0.217295334,-0.146125302
-0.47848165,-0.54162389,-0.643145025,-0.684993386,-0.157349393,-0.011387841,-0.697323501,-0.576291203,1.109954238,-0.941777587,-0.146125302
-0.361713469,0.279852122,-0.287163943,-0.229075,0.586004257,1.243430734,1.06965816,-0.251098096,0.664717913,0.507167816,-0.146125302
-0.339116335,0.295171201,-0.457921028,-0.576649785,-0.662328005,0.340854496,-0.49989596,-0.209306821,0.016828164,-0.254272133,-0.146125302
-0.450585514,0.064015657,-0.691353023,0.019088589,-0.098883383,1.818084002,-0.51565963,-0.046512119,0.830154181,-1.285139799,-0.146125302
-0.306526184,0.025124285,-0.137277141,-0.383687824,-0.186257586,0.69059056,-0.611626923,0.349549651,0.640830815,0.529690325,-0.146125302
-0.007196324,3.113092899,-0.398191184,-0.517563164,-0.692686379,1.493899226,-0.212767586,1.202359319,0.147726044,0.373006225,-0.146125302
-0.427605301,-0.599193275,-0.547585011,-0.353918225,-0.686402857,0.916104913,-0.8444525,-0.118441753,1.070836067,-0.316119671,-0.146125302
-0.300034046,-0.515164793,-0.671020329,-0.531934381,-0.538091481,-0.075483434,-0.938388646,0.86042279,1.210752249,-0.3951042,-0.146125302
-0.087459654,0.425395042,-0.708720505,-0.111996263,-0.157349393,3.210513115,-0.654475212,0.438737869,0.450883031,0.910695374,-0.146125302
-0.284217715,0.072900303,-0.132868707,0.091372341,0.148737386,1.765263438,0.173084795,-0.437778383,1.096057415,0.419948459,-0.146125302
-0.417237222,1.719561815,-0.447756916,-0.631225705,-0.652918458,0.549166381,0.212692454,0.203505948,0.392777622,0.873157918,-0.146125302
-0.034459684,-0.616707027,-0.006126202,-0.263509929,-1.024595261,2.130546331,-0.440233797,0.147663355,1.11578238,0.05671848,-0.146125302
-0.176787153,0.482405096,0.180015668,0.078156061,-0.630392611,0.941881537,-0.238049239,0.666469991,0.923097968,0.450861663,-0.146125302
0.087524369,2.520140409,0.013947922,-0.230550781,-0.033457126,1.397711754,-0.062760808,-0.252697408,0.632704258,0.394555509,-0.146125302
-0.254160404,-0.498406261,-0.114217639,0.053821135,-0.691039205,0.572901905,-0.846743166,1.346121073,1.216527462,1.178510666,-0.146125302
-0.484184563,-0.366847813,-1.02082026,-0.264959812,-0.285154045,-0.191382304,-0.790537298,-0.681211591,0.762521625,-0.644441485,-0.146125302
-0.377977997,1.10330081,0.368590772,-0.059196051,-0.350070715,1.560563803,-0.583061397,-0.048874147,0.947915792,0.231893227,-0.146125302
-0.131283909,0.649169266,-0.23487784,0.062580787,0.528379917,1.697303891,-0.961720645,1.821124911,1.224642158,-0.209099025,-0.146125302
-0.254160404,-0.402297586,0.206968337,-0.48177436,-0.290771842,1.498587728,-0.611313045,-0.07874161,-0.112675726,0.346911818,-0.146125302
-0.412820578,-0.219607875,0.029003514,-0.545445859,-0.916189551,0.240604416,-0.636621773,0.045274157,0.923289895,-0.337424695,-0.146125302
-0.399570584,0.765858173,-0.533071935,0.605111003,-0.699378073,1.118077397,-0.315259635,-0.258394927,1.56479454,-0.041817319,-0.146125302
-0.344133824,0.563910484,-0.829857469,-0.255435526,-0.336779594,1.357811451,-0.553510845,-0.125524625,0.957766116,-0.799523592,-0.146125302
-0.54748553,-0.029444244,-0.595754385,-0.548712134,0.828930259,-0.140560344,-0.162980184,-0.684511244,0.748590827,-0.476534069,-0.146125302
-0.143136382,0.803988159,0.087553039,-0.461354226,-0.525271893,2.596895695,-1.076465845,1.234273672,0.801055849,-0.217987373,-0.146125302
-0.012336573,0.49757421,-0.621370971,-0.811490536,-1.516815901,2.225408316,-0.652545094,0.125777289,-0.563448906,-0.486559957,-0.146125302
-0.254570663,0.716323853,0.094623171,-0.325362861,-0.844600856,1.503961802,-0.793260515,1.314566612,1.21331799,0.450861663,-0.146125302
-0.391540289,0.11388243,0.189748585,-0.328623235,-0.73551333,2.335085392,-1.024528623,-0.191923589,0.261972517,0.116437145,-0.146125302
-0.218216941,-0.100583151,-0.516582489,-0.324790031,-1.042294145,1.166290283,-1.090245247,-0.394807547,0.302214622,0.129112124,-0.146125302
-0.205237359,1.448022723,-0.042783298,-0.574921429,0.445952088,3.386594772,-0.471283287,0.759666204,0.719216108,0.930688143,-0.146125302
-0.102336839,1.20054996,-0.918266177,-0.711526394,-0.309497803,3.08262229,-0.537957966,0.281809032,-0.048871528,-0.489550143,-0.146125302
0.137754306,0.300961643,-0.42425549,0.458783597,0.477220774,0.240604416,-0.980191827,-0.484636426,1.027679682,-0.049027257,-0.146125302
-0.161750212,0.487433225,-0.114217639,-0.059019461,-0.557616711,1.154422522,-0.517140985,0.477203339,0.544808745,1.299785495,-0.146125302
-0.44036448,0.361680299,0.448643953,-0.34965986,0.378766239,0.829677224,-1.190727949,-0.063280866,0.077860348,-0.351757199,-0.146125302
-0.239928246,0.456581593,0.326009303,0.311490685,-0.882682323,0.279875934,-0.442830652,-0.340106994,0.391639084,0.39353174,-0.146125302
-0.322053611,-0.137358561,-0.241280213,-0.169622049,-0.61752069,1.430771947,-0.880376041,-0.06580653,0.740455151,0.000412308,-0.146125302
-0.357065648,0.319665998,-0.687851369,-0.53080678,-0.724064529,0.646928549,-0.455789268,0.200461715,0.829321325,-0.017427269,-0.146125302
-0.189875051,-0.580234826,0.201597333,-0.346752614,-0.534412801,1.367526293,-0.620320797,1.226456285,0.554329634,0.108128458,-0.146125302
-0.091556266,0.45584479,-0.971429706,-0.159306854,-0.886338711,2.024897337,-0.297406167,1.3020643,0.778603792,0.268070608,-0.146125302
0.138673544,1.922656178,-0.511994123,-0.488025635,-0.27298218,2.184544563,-0.183144078,0.574572623,0.419279784,0.766176224,-0.146125302
-0.323015064,0.438484251,-0.120623052,-0.512971818,-0.992475092,2.160545349,-0.868716657,0.176273242,0.568494499,-0.833753169,-0.146125302
-0.266156852,-0.102463469,-0.558510721,-0.511916339,-0.695639968,0.613006771,-1.203622818,0.13543874,0.095010474,-0.690794468,-0.146125302
-0.394441545,0.268254995,-0.178375125,-0.516328931,-0.549008846,1.564434648,-0.942434132,-0.18108955,0.781095147,-0.159424558,-0.146125302
-0.316816241,0.246680841,-0.109666415,-0.231249839,-0.613794625,1.661613345,-0.537957966,0.59114939,0.406923652,-0.337424695,-0.146125302
-0.336871266,-0.036754571,-0.198995233,-0.22623919,0.420814544,-0.309966892,-0.162980184,-0.587047398,0.399385929,-0.41470769,-0.146125302
-0.360003114,0.65531975,-0.101353861,-0.424927175,-0.687731206,1.079586864,-0.363508224,0.28808105,1.44027102,0.320566386,-0.146125302
0.046574697,1.141529083,-0.572159946,-0.569253266,0.551105022,1.852949262,0.636002481,0.17136769,0.702350497,0.139988169,-0.146125302
0.042095829,0.582033992,-0.240324304,-0.778312027,0.276273549,0.960582316,-0.297406167,0.866953254,0.075338058,0.647933245,-0.146125302
-0.447617292,-0.374543965,-0.560322106,-0.813953817,0.766632199,1.431595802,-0.831341207,-0.364768714,0.374753714,-0.256385922,-0.146125302
-0.231564134,-0.39739725,-0.772091746,-0.788541257,-0.395416886,1.468801975,-0.70068413,-0.175240591,-0.310998857,-0.167402163,-0.146125302
0.048331119,2.130147457,0.096369915,-0.389258176,-0.055320468,3.442388296,0.374723792,0.619397223,0.992995679,0.376670003,-0.146125302
-0.415352792,-0.409581125,-0.287163943,-0.231554314,0.975851893,1.075778723,-0.571635187,-0.039669227,1.267067432,-0.474061012,-0.146125302
-0.040069804,1.755558252,-0.500020921,-0.784964681,0.448183239,1.301400185,-0.405583292,0.546030462,0.137155384,0.282942683,-0.146125302
-0.335578024,-0.377821833,-0.462031841,-0.447162867,-0.42715922,1.200574875,-1.02106607,0.098155804,0.164921612,0.135547116,-0.146125302
-0.30565834,0.001400197,0.067831099,-0.431697339,0.05565837,1.11215663,-1.079199433,0.877313733,0.801715672,0.340224981,-0.146125302
-0.087459654,1.030552864,-0.507585704,-0.610289872,0.420814544,2.061724901,-0.297406167,1.106716633,0.92242074,0.450861663,-0.146125302
-0.065923154,2.005506516,-0.115864746,-0.61297518,-0.041716609,1.865697384,0.649336874,0.680660248,0.77473706,0.54095155,-0.146125302
-0.336871266,-0.022133918,0.2859326,-0.86632365,-1.211648345,1.045285583,-0.70068413,0.155785337,-0.209404945,-0.476534069,-0.146125302
-0.40187493,-0.442451119,0.250473469,-0.880344212,-0.534412801,0.522334874,-0.620320797,-0.202145278,0.062025793,0.964961469,-0.146125302
-0.147419214,-0.134292021,-0.532433212,-0.164838225,-1.134972095,2.086365938,-0.567480206,1.58220613,0.647390246,0.508191586,-0.146125302
-0.313592851,0.046613593,-0.774295986,-0.664332449,-0.562064171,0.312602192,-0.583061397,0.678314626,0.2918818,0.37203303,-0.146125302
-0.353637278,-0.20659779,-0.099805444,-0.953585804,-0.504247725,1.212574601,-0.611626923,0.261854112,-0.038597774,-0.679015458,-0.146125302
-0.334570616,-0.470155686,-0.584109426,-0.679327846,-0.844600856,1.503961802,-0.857937217,0.776353359,0.655006945,-0.084578134,-0.146125302
0.164648309,3.47206974,-0.368183821,-0.688641608,-0.329235971,4.852354527,1.339321136,1.562592149,0.723931015,-0.11727266,-0.146125302
-0.42452246,-0.440543264,-0.310342312,-0.350697726,-0.532857955,0.262871772,-0.591896117,0.290045947,1.441449285,-0.361804694,-0.146125302
-0.409597605,-0.615867317,-0.742900789,-0.715445042,0.077041388,0.941123426,-1.115769863,0.135459602,0.656398356,0.109981067,-0.146125302
-0.116451085,-0.39285174,-0.200690776,-0.32814163,-0.290771842,2.400537968,-0.473194003,-0.062174395,0.360682786,-0.034237642,-0.146125302
-0.122792967,0.620870054,-0.099805444,-0.289336115,-1.024595261,1.770557404,-0.083164752,1.13936913,0.515731215,-0.140353113,-0.146125302
-0.331739336,1.993846059,-0.342677563,-0.701216042,-0.264416784,0.800587177,-0.847557008,0.711430192,0.420860708,0.100512162,-0.146125302
-0.146155432,0.044398028,-0.545165777,-0.608084977,0.041690648,1.621545553,-0.540915549,0.810136259,0.60589838,-0.014356523,-0.146125302
-0.521108687,0.726117492,-0.359398514,-0.036820263,0.337224573,0.266627699,-0.641569078,-0.679295838,1.203945994,-0.017678028,-0.146125302
-0.398570567,-0.616707027,0.052202385,-0.384616911,0.202639461,-0.207683697,-0.857937217,-0.554393768,0.895876169,-0.441538006,-0.146125302
-0.291607678,0.337222695,0.254093915,-0.277283907,0.035371915,0.240604416,-0.80523771,0.521250427,1.089104295,0.509253263,-0.146125302
-0.352677613,0.145823047,-0.231650308,-0.894051611,-0.435724616,0.85391891,-0.720599115,0.486973882,0.515472829,-0.327692777,-0.146125302
-0.258597881,-0.326308072,-0.264222085,-0.679821134,-0.546725094,0.152443856,-0.705485106,1.086610913,0.649590611,0.450861663,-0.146125302
-0.335622251,0.417755455,-1.015487075,-0.691472948,-0.719227016,1.548733234,-0.715830743,0.921286643,0.327481836,-0.659400821,-0.146125302
-0.496383846,-0.037583072,-0.64689225,-0.748904586,0.744586349,0.67259115,-0.754454553,0.549644709,0.344679743,-1.314899802,-0.146125302
-0.333395481,-0.11223264,0.093904175,-0.418525457,0.107234098,1.082612395,-0.278039724,0.362142652,0.402639925,-0.030126631,-0.146125302
-0.373070598,-0.614765227,-0.673590779,-0.837281823,-0.374160856,0.443098187,-0.529501081,0.474189252,0.557595253,-0.041817319,-0.146125302
-0.315477282,-0.435264736,-0.242197886,-0.970390022,-0.6430071,0.67259115,-0.548782766,1.277778864,-0.165568918,-0.242830351,-0.146125302
-0.344429195,-0.309784114,-0.559685349,-0.80820781,-0.73551333,1.22239244,-0.816779315,0.407866329,0.433906078,0.116437145,-0.146125302
-0.287210643,-0.616707027,-0.287163943,-0.704276919,-0.08796972,1.450167298,-0.343111008,0.700107872,0.172101423,0.135547116,-0.146125302
-0.172768906,0.413184404,0.502779961,-0.574168801,-0.907399893,1.408136129,-0.629383862,1.672224164,1.697208762,2.070044518,-0.146125302
-0.441873312,-0.455376863,-0.307790548,-0.518517911,0.272295356,0.815265656,-0.370785505,-0.579749048,1.050395727,-0.93767947,-0.146125302
-0.344291031,0.021708379,0.220517129,-0.71227473,-0.101398051,0.937357187,-0.555417359,0.773750424,0.67210573,0.247432917,-0.146125302
-0.127619922,0.33573246,0.044552732,-0.751695514,0.269164979,1.621545553,-0.597110033,1.536904931,0.941456556,0.967770755,-0.146125302
-0.231564134,0.733266294,0.021426518,-0.777197957,-1.075609803,0.706472456,-0.767897129,1.333254218,0.31633386,-0.291054934,-0.146125302
-0.368142515,0.37030229,-0.381829262,-0.893052816,-0.942435145,0.990897119,-0.393626899,0.283223152,0.13437973,0.118951611,-0.146125302
-0.316012055,0.228030667,-0.469458669,-0.804231286,-0.438618332,0.736805379,-0.698867559,1.116096377,0.821724653,0.131286114,-0.146125302
-0.327726185,0.750323772,-0.811767697,-0.541744113,-0.73551333,0.816586733,-0.754454553,0.293946952,0.08305417,-0.022110159,-0.146125302
-0.379185975,-0.219981298,-0.416873664,-0.473827839,-0.557616711,0.323678792,-0.846743166,0.536623895,1.185461044,0.026399771,-0.146125302
-0.376514107,1.043108463,-0.249057114,-0.862560868,0.107234098,0.862958193,-0.423288137,0.895336509,0.331683934,-0.110291347,-0.146125302
-0.38241601,0.37659663,-0.221995756,-0.767756999,-0.886338711,0.772762001,-0.396764517,0.600500047,0.056529578,-0.4173958,-0.146125302
-0.153415173,-0.048146494,0.724571884,-0.375079095,-0.27298218,1.392569065,-0.354537219,0.900725365,1.043464303,0.345756829,-0.146125302
