ImageId,CellId,Cell_CD107a,Cell_CD3,Cell_CD45,Cell_CD68,Cell_CD86,Cell_DNA1,Cell_DNA2,Cell_FerritinHC,Cell_HLADR,Cell_HistoneH3,Cell_Mac2,Cell_MerTK,Cell_PLP,Cell_S100B,Cell_TIM3,Cell_Vimentin,Area,Eccentricity,Solidity,Extent,EulerNumber,Perimeter,MajorAxisLength,MinorAxisLength,Orientation,X_position,Y_position,Percent_Touching,Number_Neighbors,neighbour_4_CellId1,neighbour_4_CellId2,neighbour_4_CellId3,neighbour_4_CellId4,neighbour_4_CellId5,neighbour_4_CellId6,neighbour_4_CellId7,neighbour_4_CellId8,ZScoreNorm_Cell_CD107a,ZScoreNorm_Cell_CD3,ZScoreNorm_Cell_CD45,ZScoreNorm_Cell_CD68,ZScoreNorm_Cell_CD86,ZScoreNorm_Cell_DNA1,ZScoreNorm_Cell_DNA2,ZScoreNorm_Cell_FerritinHC,ZScoreNorm_Cell_HLADR,ZScoreNorm_Cell_HistoneH3,ZScoreNorm_Cell_Mac2,ZScoreNorm_Cell_MerTK,ZScoreNorm_Cell_PLP,ZScoreNorm_Cell_S100B,ZScoreNorm_Cell_TIM3,ZScoreNorm_Cell_Vimentin,ZScoreNorm_Area,ZScoreNorm_Eccentricity,ZScoreNorm_Solidity,ZScoreNorm_Extent,ZScoreNorm_EulerNumber,ZScoreNorm_Perimeter,ZScoreNorm_MajorAxisLength,ZScoreNorm_MinorAxisLength,ZScoreNorm_Orientation,ZScoreNorm_X_position,ZScoreNorm_Y_position,ZScoreNorm_Percent_Touching,ZScoreNorm_Number_Neighbors,Phenograph2488198336,Amount_cells_in_sample
80330,358,4495.90380859375,3533.75,32859.578125,6454.65380859375,0.557692289352417,9.51923084259033,17.730770111084,6.71153831481934,0.0576923079788685,6.48076915740967,0.538461565971375,0.192307695746422,3206.51928710938,0,0.5,0,52,0.862758576869965,0.866666674613953,0.577777802944183,1,26.4150009155273,12.0173110961914,6.0761456489563,57.2315063476562,581,309.788452148438,0.323529422283173,1,378,0,0,0,0,0,0,0,-1.02165865898132,2.84305644035339,1.96637511253357,-2.05676054954529,-0.987018585205078,0.541963517665863,0.593756496906281,-0.582676291465759,-0.718864679336548,-0.189894303679466,-0.815844237804413,-0.639855980873108,-0.303256541490555,-0.275959461927414,-0.288597881793976,-0.0768123865127563,-0.821375072002411,1.03632771968842,-0.473925799131393,-0.683478891849518,0,-0.828765511512756,-0.415050357580185,-1.17256677150726,1.05522060394287,0.27103653550148,-0.712171256542206,0.192442342638969,-0.112073518335819,12,70
80330,385,6451.8115234375,12343.44921875,17347.3046875,3840.1015625,0.739130437374115,13.5797100067139,23.8695659637451,7.60869550704956,0.0869565233588219,12.246376991272,0.971014499664307,0.115942031145096,369.811584472656,0,0.362318843603134,0,69,0.785904824733734,0.896103918552399,0.574999988079071,1,31.0049991607666,12.4869775772095,7.72129154205322,-33.9775161743164,503.434783935547,328.550720214844,0.150000005960464,1,391,0,0,0,0,0,0,0,-0.791272222995758,10.1471290588379,-0.145219266414642,-2.38117694854736,-0.643300294876099,1.31812012195587,1.24210691452026,-0.435811311006546,-0.231189489364624,0.26611116528511,-0.718623995780945,-0.652137398719788,-0.865190625190735,-0.275959461927414,-0.608939588069916,-0.0768123865127563,-0.447085648775101,0.508330047130585,-0.0183423273265362,-0.712421119213104,0,-0.384833544492722,-0.282713323831558,-0.479381799697876,-0.690417051315308,-0.00162477896083146,-0.647216320037842,-0.385479003190994,-0.112073518335819,12,70
80330,438,2560.15502929688,17436.18359375,10587.3095703125,923.028198242188,0.281690150499344,12.8732395172119,21.6197185516357,4.94366216659546,0.0985915511846542,6.46478891372681,0.774647891521454,0.225352108478546,768.295776367188,0,0.521126747131348,0,71,0.707740008831024,0.946666657924652,0.717171728610992,1,29.1110000610352,11.5811786651611,8.18179035186768,47.5913314819336,348.619720458984,372.464782714844,0,0,0,0,0,0,0,0,0,0,-1.24967062473297,14.3694868087769,-1.06541752815247,-2.74313044548035,-1.50988006591797,1.18307888507843,1.00448882579803,-0.872078359127045,-0.0372969135642052,-0.191158205270767,-0.762759208679199,-0.634541630744934,-0.786253392696381,-0.275959461927414,-0.239442408084869,-0.0768123865127563,-0.40305158495903,-0.0286746714264154,0.76418924331665,0.768893599510193,0,-0.568015933036804,-0.537938356399536,-0.28534984588623,0.870718598365784,-0.54583877325058,-0.495186001062393,-0.885038137435913,-0.78592312335968,12,70
80330,449,6457.470703125,8667.451171875,28510.05859375,2242.45092773438,0.607843160629272,22.3137264251709,38.470588684082,5.05882358551025,0.156862750649452,13.6862745285034,0.980392158031464,0.725490212440491,496.098052978516,0,0.431372553110123,0,51,0.742153167724609,0.89473682641983,0.72857141494751,1,25.8360004425049,10.2284727096558,6.85543251037598,10.8314218521118,855.490173339844,380.196075439453,0.387096762657166,1,448,0,0,0,0,0,0,0,-0.790605664253235,7.09937953948975,1.37430083751678,-2.57941508293152,-0.892012357711792,2.9876184463501,2.78419756889343,-0.853226363658905,0.933766722679138,0.379993557929993,-0.716516315937042,-0.55410760641098,-0.840174078941345,-0.275959461927414,-0.448272854089737,-0.0768123865127563,-0.843392133712769,0.207749128341675,-0.0394994542002678,0.887669384479523,0,-0.884764790534973,-0.919087707996368,-0.844212830066681,0.167175456881523,1.23593878746033,-0.468420326709747,0.404146701097488,-0.112073518335819,12,70
80330,489,18347.091796875,1621.07690429688,18869.74609375,21601.837890625,1.40769231319427,4.8461537361145,8.9307689666748,6.07692289352417,0.138461545109749,3.49230766296387,4.3692307472229,1.52307689189911,5462.33837890625,0,0.546153843402863,0,130,0.858509123325348,0.890410959720612,0.637254893779755,1,45.7840003967285,18.8942527770996,9.68894004821777,66.4346313476562,50.2384605407715,421.723083496094,0,0,0,0,0,0,0,0,0,0,0.609873175621033,1.25726985931396,0.0620217807590961,-0.177281558513641,0.623230397701263,-0.35129052400589,-0.33565765619278,-0.686563074588776,0.627118766307831,-0.4262535572052,0.0451558008790016,-0.425836712121964,0.143607199192047,-0.275959461927414,-0.181212082505226,-0.0768123865127563,0.895952939987183,1.00713312625885,-0.106448717415333,-0.0637752115726471,0,1.0445499420166,1.52265131473541,0.349690437316895,1.23135805130005,-1.59472417831421,-0.32465398311615,-0.885038137435913,-0.78592312335968,12,70
80330,490,5895.3271484375,3481.18188476562,18892.52734375,17826.455078125,0.781818211078644,17.9818172454834,32.3090896606445,2.70909094810486,0.072727270424366,15.3090906143188,2.563636302948,0.527272701263428,6288,0,0.327272713184357,0,55,0.616238057613373,0.932203412055969,0.611111104488373,1,25.8610000610352,9.71273040771484,7.64935779571533,-28.574951171875,240.836364746094,420.636352539062,0.272727280855179,1,488,0,0,0,0,0,0,0,-0.856820523738861,2.79947257041931,0.0651228427886963,-0.645735204219818,-0.562432169914246,2.15957880020142,2.13344955444336,-1.2378785610199,-0.468313634395599,0.508343100547791,-0.360667854547501,-0.585985660552979,0.307165622711182,-0.275959461927414,-0.690481126308441,-0.0768123865127563,-0.755324006080627,-0.657307684421539,0.540349245071411,-0.336172431707382,0,-0.882346868515015,-1.06440722942352,-0.509691178798676,-0.587018013000488,-0.924724459648132,-0.32841619849205,0.0232511945068836,-0.112073518335819,12,70
80330,502,5927.7392578125,11151.5654296875,14203.2822265625,1106.21740722656,0.434782594442368,21.0217399597168,39.4782600402832,3.67391300201416,0.0869565233588219,9.80434799194336,0.89130437374115,0.173913046717644,550.021728515625,0,0.95652174949646,0,46,0.625414729118347,0.958333313465118,0.821428596973419,1,22.1720008850098,8.81298446655273,6.87670612335205,-61.7797737121582,859.913024902344,430.847839355469,0,0,0,0,0,0,0,0,0,0,-0.853002786636353,9.15894508361816,-0.573196411132812,-2.72040009498596,-1.2198600769043,2.74065661430359,2.89062309265137,-1.07993674278259,-0.231189489364624,0.0729695856571198,-0.736539602279663,-0.6428142786026,-0.829492151737213,-0.275959461927414,0.773587763309479,-0.0768123865127563,-0.953477263450623,-0.5942622423172,0.944747686386108,1.85516595840454,0,-1.23913657665253,-1.31792688369751,-0.835249304771423,-1.22252082824707,1.25148618221283,-0.293064147233963,-0.885038137435913,-0.78592312335968,12,70
80330,558,4510.27978515625,2066.28002929688,14831.9599609375,13312.599609375,1.03999996185303,16.2199993133545,28.9799995422363,7.76000022888184,0.0799999982118607,4.88000011444092,0.600000023841858,1.25999999046326,1518.06005859375,0,0.360000014305115,0,50,0.615609586238861,0.943396210670471,0.694444417953491,1,23.048999786377,9.19648361206055,7.24730014801025,-43.8384628295898,256.279998779297,482.140014648438,0,0,0,0,0,0,0,0,0,0,-1.01996529102325,1.62638521194458,-0.487618267536163,-1.20581912994385,-0.073329821228981,1.82280886173248,1.78184676170349,-0.411042749881744,-0.347116857767105,-0.316500127315521,-0.802012860774994,-0.468145728111267,-0.63772976398468,-0.275959461927414,-0.61433482170105,-0.0768123865127563,-0.865409135818481,-0.6616250872612,0.713574469089508,0.532093703746796,0,-1.15431559085846,-1.20986914634705,-0.679098725318909,-0.879144370555878,-0.870436191558838,-0.115490823984146,-0.885038137435913,-0.78592312335968,12,70
80330,580,3090.58325195312,10997.4580078125,27558.978515625,1172.5625,0.270833343267441,18,31.6041660308838,3.41666674613953,0.0833333358168602,10.4375,0.75,0.541666686534882,527.104187011719,0,0.395833343267441,0,48,0.676534295082092,0.941176474094391,0.75,1,22.2880001068115,9.24642276763916,6.80916881561279,-41.1448936462402,103.583335876465,505.458343505859,0.0357142873108387,1,588,0,0,0,0,0,0,0,-1.18719136714935,9.03117561340332,1.24483597278595,-2.71216797828674,-1.53044724464417,2.16305422782898,2.05899882316589,-1.12204813957214,-0.29156830906868,0.123045988380909,-0.768299043178558,-0.583670735359192,-0.834031939506531,-0.275959461927414,-0.530961692333221,-0.0768123865127563,-0.909443199634552,-0.243062913417816,0.67922055721283,1.11093783378601,0,-1.22791743278503,-1.19579792022705,-0.863706231117249,-0.827592492103577,-1.40720343589783,-0.0347628369927406,-0.766095459461212,-0.112073518335819,12,70
80330,609,6688.47216796875,988.736083984375,9119,24029.5,0.875,5.29166650772095,10.777777671814,4.90277767181396,0.0694444477558136,2.33333325386047,2.73611116409302,1.08333337306976,4214.91650390625,0,0.402777791023254,0,72,0.793340504169464,0.935064911842346,0.727272748947144,1,29.3010005950928,12.497371673584,7.60812664031982,-56.5815773010254,681.180541992188,535.819458007812,0,0,0,0,0,0,0,0,0,0,-0.763395965099335,0.732999622821808,-1.26528990268707,0.123945288360119,-0.385907560586929,-0.266131192445755,-0.140585392713547,-0.878771126270294,-0.523020505905151,-0.517917573451996,-0.321902602910995,-0.496557921171188,-0.10349927842617,-0.275959461927414,-0.514804065227509,-0.0768123865127563,-0.381034582853317,0.559414565563202,0.58463579416275,0.874137938022614,0,-0.549639642238617,-0.27978453040123,-0.52706390619278,-1.12303328514099,0.623196423053741,0.0703472197055817,-0.885038137435913,-0.78592312335968,12,70
