ImageId,CellId,Cell_CD107a,Cell_CD3,Cell_CD45,Cell_CD68,Cell_CD86,Cell_DNA1,Cell_DNA2,Cell_FerritinHC,Cell_HLADR,Cell_HistoneH3,Cell_Mac2,Cell_MerTK,Cell_PLP,Cell_S100B,Cell_TIM3,Cell_Vimentin,Area,Eccentricity,Solidity,Extent,EulerNumber,Perimeter,MajorAxisLength,MinorAxisLength,Orientation,X_position,Y_position,Percent_Touching,Number_Neighbors,neighbour_4_CellId1,neighbour_4_CellId2,neighbour_4_CellId3,ZScoreNorm_Cell_CD107a,ZScoreNorm_Cell_CD3,ZScoreNorm_Cell_CD45,ZScoreNorm_Cell_CD68,ZScoreNorm_Cell_CD86,ZScoreNorm_Cell_DNA1,ZScoreNorm_Cell_DNA2,ZScoreNorm_Cell_FerritinHC,ZScoreNorm_Cell_HLADR,ZScoreNorm_Cell_HistoneH3,ZScoreNorm_Cell_Mac2,ZScoreNorm_Cell_MerTK,ZScoreNorm_Cell_PLP,ZScoreNorm_Cell_S100B,ZScoreNorm_Cell_TIM3,ZScoreNorm_Cell_Vimentin,ZScoreNorm_Area,ZScoreNorm_Eccentricity,ZScoreNorm_Solidity,ZScoreNorm_Extent,ZScoreNorm_EulerNumber,ZScoreNorm_Perimeter,ZScoreNorm_MajorAxisLength,ZScoreNorm_MinorAxisLength,ZScoreNorm_Orientation,ZScoreNorm_X_position,ZScoreNorm_Y_position,ZScoreNorm_Percent_Touching,ZScoreNorm_Number_Neighbors,Phenograph3894194161,tSNE3764571739_1,tSNE3764571739_2
472916,512,6.38356164383562,0,25129.6712328767,33202.2876712329,1.95890410958904,5.36986301369863,10.1095890410959,19.3835616438356,0.383561643835616,65.1643835616438,1.13698630136986,0.424657534246575,5301.94520547945,4154.24657534247,1.26027397260274,66.8904109589041,73,0.835764041299061,0.924050632911392,0.675925925925926,1,30.608,13.4045130383597,7.36026745378247,-64.0559031501651,237.821917808219,457.328767123288,0.315789473684211,1,511,0,0,0.963182041933288,-0.0755581837515812,5.4591743897129,1.04141456410418,1.86874193200265,-0.55813357198808,-0.526522337376296,-0.176715052994002,0.769296905038105,0.36531479144948,2.99230066791636,0.0156406526372356,0.239320643534541,-0.447596866483516,1.27154336841627,-0.0675744823177411,-0.678336618811522,0.898430514731106,0.493591494927433,0.486133294998453,0.0689815879984135,-0.788205938914542,-0.560624840594233,-0.978934836970654,-1.09337240663049,-0.845873915550671,0.0200663671872927,0.527793811592815,0.137882223090585,3,-20.983276448838,-7.16649683163178
472916,513,3.20408163265306,0,2210.72448979592,14308.0816326531,1.60204081632653,21.3571428571429,39.1938775510204,17.5204081632653,0.418367346938776,126.326530612245,0.336734693877551,0.306122448979592,7.86734693877551,21913.1836734694,0.857142857142857,0,98,0.760209645784461,0.867256637168142,0.685314685314685,1,39.027,14.4306493570891,9.37527308933114,-40.2209849926401,273.020408163265,455.275510204082,0.638297872340426,2,514,517,0,0.0644495562718359,-0.0755581837515812,-0.0821954492530299,-0.547261278384422,1.06640553755139,1.86259688013347,1.92673879104853,-0.330693166926594,1.01077773066723,1.76020754777034,-0.464680031630405,-0.39068135450105,-0.683140409662139,0.913741062113617,0.000412308457480959,-0.146125297772927,-0.421052260165271,0.378717834587212,-0.293263337134482,0.590593184110846,0.0689815879984135,-0.326242464150136,-0.375444877965519,-0.428078208979762,-0.655670818617445,-0.728378431848105,0.0125962082501678,1.99881691871974,1.23420796437323,6,-20.3545455580441,14.9732396052789
472916,514,4.77027027027027,0,6365.95945945946,15725.6216216216,1.31081081081081,7.98648648648649,13.5945945945946,19.6756756756757,0.351351351351351,60.0675675675676,0.702702702702703,0.337837837837838,1451.7027027027,25060.972972973,1.02702702702703,0,74,0.778750941483681,0.902439024390244,0.685185185185185,1,32.179,12.7122754124847,7.97483269056134,-17.7543430876449,283.77027027027,456.743243243243,0.648648648648649,2,513,527,0,0.507158616353931,-0.0755581837515812,0.922462137887684,-0.428070689923729,0.411632583893701,-0.161934832468861,-0.23256195206979,-0.152573634616483,0.545822953088262,0.249074403345456,1.11625317901893,-0.281965353419781,-0.431560829892277,1.15503956669013,0.536081813126546,-0.146125297772927,-0.668045244465672,0.506257025597217,0.194172544544514,0.589152358054124,0.0689815879984135,-0.702002753399055,-0.685548337940526,-0.810926704367962,-0.243096092153272,-0.692494499461858,0.0179361143170843,2.04602880898226,1.23420796437323,4,-22.5123500013994,2.2671051274999
472916,515,3.77391304347826,0,4529.90434782609,28904.6782608696,1.77391304347826,3.85217391304348,6.6695652173913,21.8695652173913,0.304347826086957,50.2173913043478,0.88695652173913,0.591304347826087,118.44347826087,0,1.05217391304348,0,115,0.708502940811386,0.668604651162791,0.425925925925926,1,53.955,17.270336891719,12.1878124794942,-79.7266917185366,404.921739130435,457.982608695652,0,0,0,0,0,0.225521806595066,-0.0755581837515812,0.478538578383101,0.68005996488181,1.4528261799731,-0.787936031117201,-0.816688511620855,0.0287377695875375,0.219714037699184,0.0244266402987892,1.91220521493262,0.586883062631835,-0.663873187440758,-0.766046861351448,0.615373603442185,-0.146125297772927,-0.24609889628582,0.0230452090577924,-3.04549573496822,-2.29538140750465,0.0689815879984135,0.492879848628468,0.137014550613254,0.340805975373849,-1.38114889474179,-0.288080835937772,0.0224451734728457,-0.912582980802301,-0.95844351819206,1,-3.37577937070654,-20.2614649159372
472916,516,9.20588235294118,0,684.073529411765,35224.1176470588,2.41176470588235,5.29411764705882,8.73529411764706,21.3676470588235,0.514705882352941,64.8676470588235,1.08823529411765,0.882352941176471,35428.2058823529,17373.9558823529,1.27941176470588,0,68,0.764429311911794,0.883116883116883,0.618181818181818,1,30.426,12.0039780512673,7.73905529889263,-44.8116381890371,970.485294117647,455.426470588235,0,0,0,0,0,1.76095755783748,-0.0755581837515812,-0.451310909982268,1.21141548574415,2.88690923830429,-0.569602634732189,-0.642444179973138,-0.0127426624921263,1.6791713270489,0.358547278890159,2.78170278897865,1.58455770350749,5.48863939090311,0.565779755395505,1.33188761133978,-0.146125297772927,-0.729793490540773,0.407743465424599,-0.0735268843785464,-0.156331043694184,0.0689815879984135,-0.798192558751473,-0.813370028378946,-0.875382870961139,-0.739973025186833,1.59981727524468,0.0131454322913918,-0.912582980802301,-0.95844351819206,1,-23.3641583808401,-27.5883497469156
472916,517,6.17241379310345,0,18081.5747126437,34590.132183908,2.51149425287356,17.0459770114943,31.8850574712644,26.7471264367816,0.333333333333333,66.7758620689655,0.931034482758621,0.488505747126437,107.82183908046,726.689655172414,1.44252873563218,0,174,0.693976078502905,0.80184331797235,0.602076124567474,1,59.173,19.0812182792572,13.7384400913193,-35.409854239646,261.229885057471,457.936781609195,0.219178082191781,1,513,0,0,0.903497618045366,-0.0755581837515812,3.75507734209744,1.15810827676484,3.11113136107197,1.20981726102976,1.31023946736049,0.431838042852508,0.420814535522449,0.402066929908094,2.10261615455853,0.234503565260153,-0.66572394383816,-0.71034137715275,1.84621915311195,-0.146125297772927,0.361092190119334,-0.0768800764666406,-1.19953495294228,-0.335523938023418,0.0689815879984135,0.779199531645533,0.46381221048421,0.764712232731278,-0.567319788552798,-0.767736177065236,0.0222784453755213,0.087130592001615,0.137882223090585,3,-20.4007719955505,-7.11949096998083
472916,518,2.37872340425532,0,2708.88936170213,10177.2,1.43404255319149,11.6297872340426,21.7489361702128,15.5744680851064,0.527659574468085,144.43829787234,0.387234042553191,0.408510638297872,1703.85531914894,19061.7446808511,0.868085106382979,0,235,0.418225904946672,0.827464788732394,0.618421052631579,1,66.939,19.7820269381605,17.9688666400709,31.0212190014461,344.225531914894,458.434042553191,0,0,0,0,0,-0.168851565156867,-0.0755581837515812,0.0382514380737968,-0.894596956029498,0.688694735508516,0.389719304583273,0.455257150279446,-0.491513081219986,1.76904361773757,2.17327304945024,-0.246529549860771,-0.0397086910288419,-0.387624761260787,0.695159734285076,0.0349148123365525,-0.146125297772927,0.988866025216187,-1.97367060431038,-0.844561195448384,-0.153669307136764,0.0689815879984135,1.20533189237963,0.590282464871347,1.92121445907562,0.652612499817862,-0.490689815861788,0.0240875800484057,-0.912582980802301,-0.95844351819206,6,-15.8466057661061,20.886609945354
472916,519,4.57281553398058,0,5639.02912621359,16111.1553398058,1.54368932038835,21.6504854368932,38.9223300970874,14.6116504854369,0.611650485436893,123.223300970874,0.504854368932039,0.543689320388349,1347.3786407767,23836.1262135922,1.66990291262136,0,103,0.57830435986276,0.971698113207547,0.78030303030303,1,33.792,12.7868948726097,10.4318186417991,-58.689603127125,512.902912621359,457.029126213592,0,0,0,0,0,0.451344777195604,-0.0755581837515812,0.746704068861488,-0.395653974275905,0.935213762589432,1.90701364913103,1.90383375030705,-0.571084002029383,2.35176980102933,1.68943382976519,0.261574644319149,0.423665282217963,-0.449738666828083,1.06114710336021,2.56316301459929,-0.146125297772927,-0.369595388436021,-0.872546013595382,1.1537255393094,1.64743909671692,0.0689815879984135,-0.613494963305815,-0.672082262736748,-0.13924272877884,-0.994826314451124,0.0723692879769318,0.0189762136860177,-0.912582980802301,-0.95844351819206,1,-24.8865841231527,4.08797321963268
472916,520,4.48823529411765,0,148.152941176471,16485.7941176471,1.34705882352941,11.4352941176471,21.4882352941176,15.5647058823529,0.305882352941176,73.2470588235294,0.582352941176471,0.452941176470588,2731.75882352941,22371.0941176471,0.994117647058824,0,170,0.802626266674707,0.923913043478261,0.745614035087719,1,48.976,19.4760220155958,11.6171014570539,-9.46919877810951,685.564705882353,457.152941176471,0,0,0,0,0,0.427436776848848,-0.0755581837515812,-0.580886418709539,-0.364153334619465,0.493129057136389,0.360269928942322,0.433267018897955,-0.49231986691074,0.230360534642769,0.549652093493019,0.596358187373769,0.112593097154042,-0.208518791425892,0.948842873225138,0.432313749989451,-0.146125297772927,0.319926692735933,0.670487169453477,0.491685256268162,1.26148729589113,0.0689815879984135,0.21967446308957,0.535059801867952,0.184786585734241,-0.0909486923915516,0.648728691789959,0.0194266772606653,-0.912582980802301,-0.95844351819206,6,-21.0971909487743,13.0346877187159
472916,521,2.82307692307692,0,10238.4846153846,9546.56153846154,1.39230769230769,15.1384615384615,27.5076923076923,22.5307692307692,0.361538461538462,63.6615384615385,0.7,0.515384615384615,2154.84615384615,25860.1307692308,1.24615384615385,0,130,0.805791564264031,0.89041095890411,0.619047619047619,1,44.196,17.1472800853879,10.154606453309,-44.9801107654696,113.738461538462,459.723076923077,0.566037735849057,2,497,526,0,-0.0432477113573838,-0.0755581837515812,1.85876581450227,-0.947622740079095,0.594862171508165,0.920988840017491,0.941008506216367,0.0833821925866718,0.616500789173548,0.331040197683586,1.1045778621656,0.326640637382467,-0.309042335487487,1.21630020481101,1.2270205553378,-0.146125297772927,-0.091728281098069,0.692260162042405,0.0275291991650568,-0.146698092343523,0.0689815879984135,-0.0426114864737822,0.11480731130043,-0.215026224713364,-0.743066835442602,-1.26007479652145,0.0287773446503847,1.66922447726442,1.23420796437323,4,-23.2037015434764,1.72865046402968
