CD107a,CD45,CD86,FerritinHC,HLADR,Mac2,MerTK,PLP,S100B,TIM3,Vimentin
0.047269531,-0.156369194,0.684434414,0.732989132,0.795595646,1.105228066,-0.269183815,-0.521210432,4.361249447,1.167246819,-0.076812387
-0.63362354,-0.766934991,0.039548751,1.208871126,-0.089887999,0.013461404,-0.493276924,0.648879826,4.040668488,1.270575643,-0.076812387
-0.791629851,-0.664212525,-0.454138458,0.724899232,0.438094497,-0.343542546,-0.598549247,-0.209813803,4.329983711,0.500111401,-0.076812387
-0.786258519,0.032043714,0.199193463,0.193488851,1.383605719,0.197005764,-0.476064295,-0.472707361,4.720430851,1.375560999,-0.076812387
-0.779768229,-1.007102251,-0.819436133,-0.026724592,-0.654770195,0.121228091,-0.556969881,-0.305846214,2.966220617,0.230433494,-0.076812387
-0.646624804,-1.291951656,-0.339668244,0.595918059,3.447274685,-0.037832152,-0.519476116,-0.441784739,4.054388046,0.682004571,-0.076812387
-0.092730649,-1.303864002,-0.036247738,0.120739721,0.659847856,0.212750271,-0.364192009,-0.325560212,3.396495104,0.498517215,-0.076812387
-0.3981511,0.120665058,0.66278398,0.642603159,0.402788222,-0.242523417,-0.541550279,0.3284536,1.599195123,0.916296363,-0.076812387
-0.539832175,-0.863794684,-0.74110955,-0.426321447,1.270733953,-0.129140511,-0.548490584,-0.217376366,2.633208513,0.171893328,-0.076812387
-0.860595524,0.681622982,-0.459665358,-0.229523167,2.00777626,-0.045201302,-0.541597366,-0.613635898,3.797020197,0.855677068,-0.076812387
-0.529227555,-0.155844346,0.047265586,-0.368760139,0.453594804,0.086881705,-0.31285277,-0.665803313,3.354143858,0.434946716,-0.076812387
-0.724416316,0.123411663,-0.537703276,0.115149081,0.883496583,-0.461416483,-0.604804635,-0.378688335,1.631457448,0.039525405,-0.076812387
-1.10515523,-1.412784219,-0.553530991,0.514802516,0.941109598,-0.60351783,-0.636450469,-0.457945973,2.657286882,0.247325644,-0.076812387
-0.631109595,-1.400361896,0.070889823,-0.267197639,1.222576857,-0.124835648,-0.503734469,-0.668106258,3.243532181,0.469453514,-0.076812387
-1.067361116,-1.711769581,-0.382663697,0.105891705,-0.082310185,-0.48119244,-0.61570698,-0.224925101,2.716251135,0.587895811,-0.076812387
-0.731539369,-1.531063676,-0.551668465,0.76391685,2.277550936,-0.42554149,-0.596402645,-0.357976317,3.598132849,0.031322323,-0.076812387
-0.628234088,0.309047908,-0.42718485,-0.421315312,0.765892088,-0.058452249,-0.211919606,-0.357771575,1.239022255,0.511869669,-0.076812387
-0.875390053,-0.024522152,0.065044515,-0.235100403,1.362811565,-0.260636777,-0.577086329,-0.352154195,2.926860809,0.045231897,-0.076812387
-0.607102513,-0.879063249,0.442897052,0.551333666,0.17133604,-0.073731169,-0.533413351,-0.407210052,5.013981819,1.230215192,-0.076812387
-0.730333507,-1.920891047,-0.198311716,1.050525427,-0.273533076,-0.078697436,-0.575751424,-0.624267399,4.78174305,1.237349749,-0.076812387
-0.745970964,-1.238440752,0.210831761,0.128350049,0.402788222,0.138603687,-0.540516376,-0.447632074,4.788500309,0.956182539,-0.076812387
-0.939126074,-1.326597929,-0.352711111,0.909545124,0.655871451,-0.391775131,-0.585111141,3.088543653,3.500657797,0.418107748,-0.076812387
-1.167677999,-1.66309011,-0.14064905,1.086202025,0.402788222,-0.268611521,-0.606884897,-0.374058515,4.446753502,1.487582445,-0.076812387
-0.868262947,-1.517203569,-0.032167315,0.681182444,0.582806587,0.084259175,-0.585408032,-0.483003527,3.961342335,0.817299128,-0.076812387
-0.796753764,-1.199044704,0.035518516,0.066629454,1.144219756,-0.221639335,-0.563113511,-0.681020141,4.614734173,0.125474498,-0.076812387
-1.08778739,-1.690525532,-0.245432198,-0.266320497,1.426669955,-0.152116403,-0.56447643,-0.144088641,3.660489798,0.125474498,-0.076812387
-1.134849906,-1.448338866,-0.839317858,0.915006578,-0.130090058,-0.093586333,-0.610942245,-0.257960588,3.954399109,0.568129957,-0.076812387
-1.036164284,-1.139828801,-0.696380377,0.188464478,-0.198987454,-0.537296712,-0.59573251,-0.439612687,1.839011073,0.357705563,-0.076812387
-0.998697937,-1.876056075,-0.780576408,0.057338804,-0.165321678,-0.541837275,-0.617175698,-0.400662452,3.234966993,0.275448769,-0.076812387
-0.926414132,-1.844102025,-1.354640245,0.536038458,0.592158198,-0.589513421,-0.619612396,-0.280119389,2.962898731,0.187316477,-0.076812387
-1.220732689,-1.970462918,-0.847046971,1.258787394,-0.364658475,-0.383842766,-0.632693768,-0.45373863,3.483462095,-0.10491164,-0.076812387
-1.147876143,-1.339391589,-0.960996449,1.259402871,-0.688343465,-0.441863269,-0.642065108,-0.644219816,4.210680008,0.071485467,-0.076812387
-1.186461926,-2.200844526,-0.658052385,0.90608573,-0.685382485,-0.175371259,-0.622776508,-0.613769352,3.810064554,0.076033019,-0.076812387
-1.173023701,-2.015104055,-0.40940693,0.890362859,-0.66259855,-0.52166456,-0.63395375,-0.605842531,4.913444519,0.270873964,-0.076812387
-1.258838892,-2.040204763,-0.985137165,1.05389905,0.040940445,-0.17184341,-0.645112216,-0.546548784,5.849960804,0.492427975,-0.076812387
-1.131867766,-1.539105296,-0.647635341,0.485518456,-0.364658475,-0.581985593,-0.630577683,0.106853716,4.026021481,0.384918332,-0.076812387
-0.676417589,-0.897834659,-1.261042833,0.510803998,-0.593462467,-0.570413351,-0.635821939,0.705458939,3.660941601,0.368945628,-0.076812387
-1.148082137,-1.949591994,-0.992980003,0.558361232,-0.316817641,-0.587470174,-0.634232759,-0.381035566,3.170464277,0.790141344,-0.076812387
-1.070895553,1.746828318,-0.999657929,0.707331598,0.36027658,-0.450654864,-0.592012823,0.374246627,2.493665695,-0.074922048,-0.076812387
-1.159506202,-1.726118445,-0.801625431,0.985139728,-0.384149194,-0.457382351,-0.636831939,-0.217188597,3.567640305,0.099184185,-0.076812387
-0.376215458,-1.525648832,-0.888388395,0.536582887,0.35198164,-0.46816349,-0.629597068,-0.573431253,2.51117444,-0.316972166,-0.076812387
-1.141803145,-1.754353166,-0.976243258,0.479026258,-1.210857272,-0.541165769,-0.636806786,-0.50684911,2.589029551,-0.403293997,-0.076812387
-0.892422378,-0.151817933,-0.572855949,0.442439407,-0.583929002,-0.144296959,-0.579791248,-0.46586144,3.148028612,0.201232091,-0.076812387
-0.790799797,-1.373154879,-0.945820987,0.740490079,0.96735847,-0.577673972,-0.631704926,-0.306362271,3.492846251,0.287639022,-0.076812387
-0.862276733,-1.519889593,-1.048951268,-0.001382512,-0.326286137,-0.537921011,-0.628567398,-0.352768928,4.081175327,-0.230430573,-0.076812387
-0.914155602,-1.416742802,-0.663891733,0.822190583,-0.321757734,-0.45803383,-0.627955556,-0.567907155,4.661671638,0.267785072,-0.076812387
-0.879673839,-1.343302608,-0.679541171,0.639913797,-0.013825706,-0.413179755,-0.628969431,-0.476006031,4.113006592,-0.05592864,-0.076812387
-1.036927819,-1.998382688,-0.919499874,0.677019179,0.541659534,-0.252102435,-0.628969431,-0.423990577,4.432574272,-0.242064029,-0.076812387
-1.04934752,-1.165386081,-0.725286424,0.32529217,0.853959978,-0.385846138,-0.60852927,-0.689203143,4.935872078,0.145646557,-0.076812387
-1.191295862,-1.639384866,-0.600156367,0.82481724,1.493919969,-0.391024917,-0.601859152,-0.699782729,3.101209402,0.486966252,-0.076812387
-1.255291581,-1.916702867,-0.685260177,-0.235852435,0.520697832,-0.50007242,-0.600992203,-0.478343457,2.427097321,-0.486147225,-0.076812387
-0.949243128,-1.833617568,-0.721435726,0.919549644,-0.623013437,-0.559327424,-0.625111639,-0.451091856,3.45549798,0.157761529,-0.076812387
-0.750049472,-0.802088261,-0.705263495,0.371655375,-0.457194656,-0.328575492,-0.589634001,0.262974352,2.926027298,0.511869669,-0.076812387
-0.903410316,-1.535936475,-0.916111469,0.834038496,-0.379633069,-0.49941048,-0.636265337,-0.278691381,4.616049767,-0.078628078,-0.076812387
-0.918964982,-1.325107217,-0.59347415,0.246669054,1.200012445,-0.612216353,-0.617175698,-0.135975048,3.778697014,-0.331684768,-0.076812387
-1.005427122,-1.539563179,-0.780576408,0.937848508,-0.569310963,-0.453101248,-0.606454134,-0.373261958,5.510932922,0.320773929,-0.076812387
-1.037503839,-1.599409938,-0.591135383,0.890102565,0.680530846,-0.496715188,-0.615835488,-0.491916597,5.760389805,0.312464327,-0.076812387
-0.982527971,-1.991409183,-0.654282391,0.504951894,-1.309957862,-0.597232401,-0.620749533,-0.460597426,3.451242685,0.667931199,-0.076812387
-1.274484277,-1.738207221,-0.687517643,0.396775603,0.07388249,-0.411641926,-0.623382926,-0.673987627,5.305947781,0.176740602,-0.076812387
-1.004752398,-1.448500633,-1.019511104,0.378907502,-0.178969964,-0.620990753,-0.636010885,-0.751615226,4.463949203,0.141106576,-0.076812387
-1.082204819,-1.751444221,-0.245025769,1.174074411,-0.625562608,-0.34794271,-0.621925771,-0.202680111,5.839033127,-0.008805757,-0.076812387
-1.012519121,-1.049298525,-0.834702432,0.816242456,0.224239394,-0.386743814,-0.635555565,-0.409081072,5.770439625,0.475886762,-0.076812387
-0.993201077,-1.515182734,-0.913517535,0.225608185,0.220062807,-0.528753221,-0.617175698,-0.44725886,3.158782005,0.037955437,-0.076812387
-1.084522486,-1.692242384,-0.803964198,-0.210075244,-0.857340336,-0.626090348,-0.62710309,-0.79059422,2.791518211,-0.475307763,-0.076812387
-1.046111584,-1.765464067,-1.010201931,1.462433815,0.024048287,-0.479687989,-0.619612396,-0.566835344,5.701522827,0.10799741,-0.076812387
-1.083769083,-2.117516041,-0.906870484,1.022179008,-0.266319007,-0.427414477,-0.628871977,-0.603927672,5.417676449,0.014577189,-0.076812387
-1.171839952,-1.759355068,-0.997802138,0.001482245,0.052832521,-0.559273124,-0.627039552,-0.680100441,4.898635387,-0.148996338,-0.076812387
-1.088171721,-1.593027711,-0.67705673,0.47492525,-0.724118292,-0.555514872,-0.581144154,-0.525263369,2.622513056,-0.307669133,-0.076812387
-1.191645145,-1.961987495,-0.751873255,0.109425291,-0.41781497,-0.603135169,-0.607428789,-0.454057723,4.438484192,-0.00657456,-0.076812387
-0.944232106,-1.787664413,-0.149106234,0.572670698,0.028903928,-0.544980764,-0.637794137,-0.003176214,3.050232649,0.039525405,-0.076812387
-0.882501185,-0.60160768,-0.123847432,0.224114776,0.208368391,-0.565266669,-0.591443896,-0.754471719,2.87309289,-0.086951204,-0.076812387
-0.810479283,-1.026286364,-0.348517865,0.638449073,-0.145387992,-0.573113561,-0.529004812,-0.150681213,2.192317963,-0.10491164,-0.076812387
-0.7782951,-1.223649502,-0.812149942,0.124803208,-0.569310963,-0.442398429,-0.614495277,-0.854915142,4.098704815,-0.288597882,-0.076812387
-1.243631959,-1.414139032,-0.861290634,0.621525168,0.199179903,-0.519458652,-0.636925995,-0.639214694,5.205773354,0.12250942,-0.076812387
-0.100265041,-0.085462362,-0.056695968,0.510630369,1.571339488,-0.498314083,-0.549185216,-0.664827347,2.203682423,-0.373720765,-0.076812387
-1.067931294,-1.376749516,-1.237384677,-0.051319838,-1.680281401,-0.506478667,-0.633144021,-0.038744044,3.555837154,-0.164837644,-0.076812387
-0.954526663,-1.774676681,-0.895389199,-0.031952318,0.087171607,-0.405619681,-0.617175698,-0.862509072,4.365876198,-0.359103709,-0.076812387
-0.699629068,-0.539298415,-0.175417498,0.394454122,2.717309952,-0.559148252,-0.498791575,7.518466473,2.88202405,0.583911777,-0.076812387
-0.767654002,-1.213698864,-0.474409074,0.398794681,-0.165321678,-0.466917604,-0.586310565,-0.574359655,3.637264967,0.005176411,-0.076812387
-1.194194674,-1.246803045,-0.149106234,0.303944856,-1.325716376,-0.563863933,-0.619456887,4.145889759,3.511970758,-0.412358105,-0.076812387
-0.712158382,0.577943504,-0.38013193,0.01154383,-0.460923582,-0.383193612,-0.564875305,0.432655603,2.292022705,-0.089977801,-0.076812387
-0.946133256,-1.997988224,-0.321325392,0.622849226,-0.165321678,-0.599729776,-0.617175698,-0.406875372,3.513156176,-0.500115395,-0.076812387
-0.586710215,-1.312957048,-0.272654742,0.016144106,1.5801754,-0.472692043,-0.628829598,0.133338332,3.345383644,0.267785072,-0.076812387
-0.873079717,-1.516943574,-0.03252713,0.144531205,0.627118766,-0.563422501,-0.589134634,-0.262789786,2.715898991,1.089519858,-0.076812387
-1.240519285,0.161239222,-0.94353646,0.206477389,-0.20197393,-0.378595859,-0.615014076,-0.532095373,3.683918238,-0.063434102,-0.076812387
-0.898598313,-1.269383907,-0.541785181,0.703990757,0.420293003,-0.374655932,-0.606364012,-0.447894037,5.465153217,0.359878004,-0.076812387
-1.043306231,-1.029900312,-0.706935585,0.247729629,-0.028401121,-0.544359088,-0.623896241,-0.32333681,4.751961708,0.393129766,-0.076812387
-0.818002105,-1.316502094,-0.707149684,0.204369217,0.3866404,-0.353191733,-0.607202113,-0.718253732,5.182449341,0.243475184,-0.076812387
-1.105057359,-1.315741181,-0.996296048,0.042071808,-0.541709185,-0.640912294,-0.627830684,-0.222711846,4.199128628,-0.498144716,-0.076812387
-1.122857213,-1.121878624,-0.881611645,0.540602207,1.430435896,-0.502334177,-0.625752985,-0.513394237,3.003483057,0.409409821,-0.076812387
-1.124337435,-1.512691021,-0.790761411,-0.025871562,2.889032602,-0.519976556,-0.631874621,-0.056013752,3.011206388,-0.626343548,-0.076812387
-1.26003778,-1.084624529,-0.182341516,-0.032866117,-0.80319947,-0.499179661,-0.605889857,-0.034851968,3.530263901,-0.268188298,-0.076812387
-0.347219467,-0.537586153,0.389305174,0.592354476,0.249298871,-0.52165556,-0.482873797,-0.323422104,2.721459866,0.103266098,-0.076812387
-1.027220011,-0.895170748,-0.60637778,0.280224502,0.905598104,-0.584229112,-0.629191279,-0.679208159,3.684165955,-0.248482496,-0.076812387
-0.794605553,-1.231852174,-0.294830143,0.224282682,0.028903928,-0.441245824,-0.592433572,10.04492664,3.133101702,0.994065881,-0.076812387
-1.069257259,-1.400917768,-1.065756559,-0.041713536,-0.873931885,-0.545352578,-0.616311073,-0.517616987,3.148714542,-0.213543281,-0.076812387
-1.025217295,0.506681681,-0.149106234,0.723778725,0.114363194,-0.466603249,-0.59655726,-0.514234781,3.341703176,-0.05592864,-0.076812387
-1.270155549,-1.436875939,-1.027003765,-0.024390401,-0.054470968,-0.575061083,-0.623713255,-0.816204846,3.808756351,1.044994116,-0.076812387
-1.189626098,-1.723570466,-1.096311569,0.017739387,-0.818321586,-0.630730987,-0.637509763,-0.592794895,4.012255192,-0.408944041,-0.076812387
-1.130188465,-0.713397384,-0.780576408,0.245941505,0.986047685,-0.637189567,-0.557134867,-0.364396036,2.014969587,-0.211041465,-0.076812387
-0.189862877,-0.378308803,-0.30065909,0.499131441,-0.569310963,-0.523311675,-0.482083768,-0.663351238,2.906154871,0.65759033,-0.076812387
-1.110186219,-1.706787825,-0.678960562,0.18771182,-0.531001627,-0.517490327,-0.622105181,-0.538798749,5.538907051,-0.194995314,-0.076812387
-1.083274722,-1.558845639,-0.550950885,-0.098920658,-0.41781497,-0.409025103,-0.612302244,-0.136879578,4.016767502,-0.218092054,-0.076812387
-1.002548933,-1.221561909,-0.699096382,0.268965155,-0.605148673,-0.61302197,-0.613717139,-0.460718244,4.308846474,-0.125979587,-0.076812387
